"year","n_rate","d_rate","dd_rate","ratio"
2015,12.3796900338401,19.00082956312,16.9430831781881,1.53483887812869
2016,13.5209812958481,21.3198506255485,15.1894575496708,1.57679758288663
2017,14.1813227049071,11.4242377234259,8.55138034345216,0.805583369136136
2018,13.2232148312904,14.9013719325533,12.3599295900293,1.12690991734414
2019,8.77862460943694,14.5084117389978,11.2899770970984,1.6526975903949
2020,12.4001431894611,12.8036336748706,7.6371717836859,1.03253917952758
2021,8.13698054959206,10.7586807242467,8.01654207094004,1.32219570375968
2022,7.69978819220626,9.06889351163681,6.80193958297867,1.17781077677128
