Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Occupancy
1	Waveform 1	1	1036.767968750	1036.775968750	1400.000	4000.000	1.0000
1	Spectrogram 1	1	1036.767968750	1036.775968750	1400.000	4000.000	1.0000
2	Waveform 1	1	6002.967968750	6002.975968750	1400.000	4000.000	1.0000
2	Spectrogram 1	1	6002.967968750	6002.975968750	1400.000	4000.000	1.0000
3	Waveform 1	1	7167.031968750	7167.039968750	1400.000	4000.000	1.0000
3	Spectrogram 1	1	7167.031968750	7167.039968750	1400.000	4000.000	1.0000
4	Waveform 1	1	8024.327968750	8024.335968750	1400.000	4000.000	1.0000
4	Spectrogram 1	1	8024.327968750	8024.335968750	1400.000	4000.000	1.0000
5	Waveform 1	1	8690.127968750	8690.135968750	1400.000	4000.000	1.0000
5	Spectrogram 1	1	8690.127968750	8690.135968750	1400.000	4000.000	1.0000
6	Waveform 1	1	8690.535968750	8690.551968750	1400.000	4000.000	1.0000
6	Spectrogram 1	1	8690.535968750	8690.551968750	1400.000	4000.000	1.0000
7	Waveform 1	1	11042.647968750	11042.655968750	1400.000	4000.000	1.0000
7	Spectrogram 1	1	11042.647968750	11042.655968750	1400.000	4000.000	1.0000
8	Waveform 1	1	13526.375968750	13526.383968750	1400.000	4000.000	1.0000
8	Spectrogram 1	1	13526.375968750	13526.383968750	1400.000	4000.000	1.0000
9	Waveform 1	1	14347.031968750	14347.039968750	1400.000	4000.000	1.0000
9	Spectrogram 1	1	14347.031968750	14347.039968750	1400.000	4000.000	1.0000
10	Waveform 1	1	14829.791968750	14829.799968750	1400.000	4000.000	1.0000
10	Spectrogram 1	1	14829.791968750	14829.799968750	1400.000	4000.000	1.0000
11	Waveform 1	1	17931.247968750	17931.255968750	1400.000	4000.000	1.0000
11	Spectrogram 1	1	17931.247968750	17931.255968750	1400.000	4000.000	1.0000
12	Waveform 1	1	21934.455968750	21934.463968750	1400.000	4000.000	1.0000
12	Spectrogram 1	1	21934.455968750	21934.463968750	1400.000	4000.000	1.0000
13	Waveform 1	1	22535.991968750	22535.999968750	1400.000	4000.000	1.0000
13	Spectrogram 1	1	22535.991968750	22535.999968750	1400.000	4000.000	1.0000
14	Waveform 1	1	22891.791968750	22891.807968750	1400.000	4000.000	1.0000
14	Spectrogram 1	1	22891.791968750	22891.807968750	1400.000	4000.000	1.0000
15	Waveform 1	1	22892.607968750	22892.615968750	1400.000	4000.000	1.0000
15	Spectrogram 1	1	22892.607968750	22892.615968750	1400.000	4000.000	1.0000
16	Waveform 1	1	23407.839968750	23407.847968750	1400.000	4000.000	1.0000
16	Spectrogram 1	1	23407.839968750	23407.847968750	1400.000	4000.000	1.0000
17	Waveform 1	1	23420.655968750	23420.663968750	1400.000	4000.000	1.0000
17	Spectrogram 1	1	23420.655968750	23420.663968750	1400.000	4000.000	1.0000
18	Waveform 1	1	25777.975968750	25777.983968750	1400.000	4000.000	1.0000
18	Spectrogram 1	1	25777.975968750	25777.983968750	1400.000	4000.000	1.0000
19	Waveform 1	1	35435.751968750	35435.759968750	1400.000	4000.000	1.0000
19	Spectrogram 1	1	35435.751968750	35435.759968750	1400.000	4000.000	1.0000
20	Waveform 1	1	36090.503968750	36090.511968750	1400.000	4000.000	1.0000
20	Spectrogram 1	1	36090.503968750	36090.511968750	1400.000	4000.000	1.0000
21	Waveform 1	1	36092.975968750	36092.983968750	1400.000	4000.000	1.0000
21	Spectrogram 1	1	36092.975968750	36092.983968750	1400.000	4000.000	1.0000
22	Waveform 1	1	37555.607968750	37555.615968750	1400.000	4000.000	1.0000
22	Spectrogram 1	1	37555.607968750	37555.615968750	1400.000	4000.000	1.0000
23	Waveform 1	1	38138.079968750	38138.087968750	1400.000	4000.000	1.0000
23	Spectrogram 1	1	38138.079968750	38138.087968750	1400.000	4000.000	1.0000
24	Waveform 1	1	38140.903968750	38140.911968750	1400.000	4000.000	1.0000
24	Spectrogram 1	1	38140.903968750	38140.911968750	1400.000	4000.000	1.0000
25	Waveform 1	1	39127.887968750	39127.895968750	1400.000	4000.000	1.0000
25	Spectrogram 1	1	39127.887968750	39127.895968750	1400.000	4000.000	1.0000
26	Waveform 1	1	39135.927968750	39135.935968750	1400.000	4000.000	1.0000
26	Spectrogram 1	1	39135.927968750	39135.935968750	1400.000	4000.000	1.0000
27	Waveform 1	1	39382.279968750	39382.287968750	1400.000	4000.000	1.0000
27	Spectrogram 1	1	39382.279968750	39382.287968750	1400.000	4000.000	1.0000
28	Waveform 1	1	39427.167968750	39427.175968750	1400.000	4000.000	1.0000
28	Spectrogram 1	1	39427.167968750	39427.175968750	1400.000	4000.000	1.0000
29	Waveform 1	1	40029.839968750	40029.847968750	1400.000	4000.000	1.0000
29	Spectrogram 1	1	40029.839968750	40029.847968750	1400.000	4000.000	1.0000
30	Waveform 1	1	40989.871968750	40989.879968750	1400.000	4000.000	1.0000
30	Spectrogram 1	1	40989.871968750	40989.879968750	1400.000	4000.000	1.0000
31	Waveform 1	1	41275.775968750	41275.783968750	1400.000	4000.000	1.0000
31	Spectrogram 1	1	41275.775968750	41275.783968750	1400.000	4000.000	1.0000
32	Waveform 1	1	41312.607968750	41312.615968750	1400.000	4000.000	1.0000
32	Spectrogram 1	1	41312.607968750	41312.615968750	1400.000	4000.000	1.0000
33	Waveform 1	1	41820.911968750	41820.927968750	1400.000	4000.000	1.0000
33	Spectrogram 1	1	41820.911968750	41820.927968750	1400.000	4000.000	1.0000
34	Waveform 1	1	41895.999968750	41896.007968750	1400.000	4000.000	1.0000
34	Spectrogram 1	1	41895.999968750	41896.007968750	1400.000	4000.000	1.0000
35	Waveform 1	1	43184.015968750	43184.023968750	1400.000	4000.000	1.0000
35	Spectrogram 1	1	43184.015968750	43184.023968750	1400.000	4000.000	1.0000
36	Waveform 1	1	43760.095968750	43760.103968750	1400.000	4000.000	1.0000
36	Spectrogram 1	1	43760.095968750	43760.103968750	1400.000	4000.000	1.0000
37	Waveform 1	1	44474.391968750	44474.399968750	1400.000	4000.000	1.0000
37	Spectrogram 1	1	44474.391968750	44474.399968750	1400.000	4000.000	1.0000
38	Waveform 1	1	44489.863968750	44489.871968750	1400.000	4000.000	1.0000
38	Spectrogram 1	1	44489.863968750	44489.871968750	1400.000	4000.000	1.0000
39	Waveform 1	1	44656.367968750	44656.375968750	1400.000	4000.000	1.0000
39	Spectrogram 1	1	44656.367968750	44656.375968750	1400.000	4000.000	1.0000
40	Waveform 1	1	44894.303968750	44894.311968750	1400.000	4000.000	1.0000
40	Spectrogram 1	1	44894.303968750	44894.311968750	1400.000	4000.000	1.0000
41	Waveform 1	1	45217.487968750	45217.495968750	1400.000	4000.000	1.0000
41	Spectrogram 1	1	45217.487968750	45217.495968750	1400.000	4000.000	1.0000
42	Waveform 1	1	45276.383968750	45276.391968750	1400.000	4000.000	1.0000
42	Spectrogram 1	1	45276.383968750	45276.391968750	1400.000	4000.000	1.0000
43	Waveform 1	1	45280.279968750	45280.287968750	1400.000	4000.000	1.0000
43	Spectrogram 1	1	45280.279968750	45280.287968750	1400.000	4000.000	1.0000
44	Waveform 1	1	45396.711968750	45396.719968750	1400.000	4000.000	1.0000
44	Spectrogram 1	1	45396.711968750	45396.719968750	1400.000	4000.000	1.0000
45	Waveform 1	1	45430.271968750	45430.279968750	1400.000	4000.000	1.0000
45	Spectrogram 1	1	45430.271968750	45430.279968750	1400.000	4000.000	1.0000
46	Waveform 1	1	45457.895968750	45457.911968750	1400.000	4000.000	1.0000
46	Spectrogram 1	1	45457.895968750	45457.911968750	1400.000	4000.000	1.0000
47	Waveform 1	1	45494.527968750	45494.535968750	1400.000	4000.000	1.0000
