Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Occupancy
1	Waveform 1	1	270.989593750	270.997718750	1400.000	4000.000	1.0000
1	Spectrogram 1	1	270.989593750	270.997718750	1400.000	4000.000	1.0000
2	Waveform 1	1	324.809593750	324.819343750	1400.000	4000.000	1.0000
2	Spectrogram 1	1	324.809593750	324.819343750	1400.000	4000.000	1.0000
3	Waveform 1	1	444.393343750	444.407968750	1400.000	4000.000	1.0000
3	Spectrogram 1	1	444.393343750	444.407968750	1400.000	4000.000	1.0000
4	Waveform 1	1	674.181343750	674.191093750	1400.000	4000.000	1.0000
4	Spectrogram 1	1	674.181343750	674.191093750	1400.000	4000.000	1.0000
5	Waveform 1	1	679.516218750	679.534093750	1400.000	4000.000	1.0000
5	Spectrogram 1	1	679.516218750	679.534093750	1400.000	4000.000	1.0000
6	Waveform 1	1	907.602843750	907.619093750	1400.000	4000.000	1.0000
6	Spectrogram 1	1	907.602843750	907.619093750	1400.000	4000.000	1.0000
7	Waveform 1	1	908.719218750	908.732218750	1400.000	4000.000	1.0000
7	Spectrogram 1	1	908.719218750	908.732218750	1400.000	4000.000	1.0000
8	Waveform 1	1	927.806468750	927.824343750	1400.000	4000.000	1.0000
8	Spectrogram 1	1	927.806468750	927.824343750	1400.000	4000.000	1.0000
9	Waveform 1	1	936.596093750	936.604218750	1400.000	4000.000	1.0000
9	Spectrogram 1	1	936.596093750	936.604218750	1400.000	4000.000	1.0000
10	Waveform 1	1	1270.712343750	1270.725343750	1400.000	4000.000	1.0000
10	Spectrogram 1	1	1270.712343750	1270.725343750	1400.000	4000.000	1.0000
11	Waveform 1	1	1489.518593750	1489.533218750	1400.000	4000.000	1.0000
11	Spectrogram 1	1	1489.518593750	1489.533218750	1400.000	4000.000	1.0000
12	Waveform 1	1	1489.937843750	1489.945968750	1400.000	4000.000	1.0000
12	Spectrogram 1	1	1489.937843750	1489.945968750	1400.000	4000.000	1.0000
13	Waveform 1	1	1513.955343750	1513.978093750	1400.000	4000.000	1.0000
13	Spectrogram 1	1	1513.955343750	1513.978093750	1400.000	4000.000	1.0000
14	Waveform 1	1	1536.505468750	1536.528218750	1400.000	4000.000	1.0000
14	Spectrogram 1	1	1536.505468750	1536.528218750	1400.000	4000.000	1.0000
15	Waveform 1	1	1537.425218750	1537.443093750	1400.000	4000.000	1.0000
15	Spectrogram 1	1	1537.425218750	1537.443093750	1400.000	4000.000	1.0000
16	Waveform 1	1	1764.977218750	1764.985343750	1400.000	4000.000	1.0000
16	Spectrogram 1	1	1764.977218750	1764.985343750	1400.000	4000.000	1.0000
17	Waveform 1	1	1872.930843750	1872.945468750	1400.000	4000.000	1.0000
17	Spectrogram 1	1	1872.930843750	1872.945468750	1400.000	4000.000	1.0000
18	Waveform 1	1	1872.989343750	1873.000718750	1400.000	4000.000	1.0000
18	Spectrogram 1	1	1872.989343750	1873.000718750	1400.000	4000.000	1.0000
19	Waveform 1	1	1874.430718750	1874.446968750	1400.000	4000.000	1.0000
19	Spectrogram 1	1	1874.430718750	1874.446968750	1400.000	4000.000	1.0000
20	Waveform 1	1	1874.495718750	1874.521718750	1400.000	4000.000	1.0000
20	Spectrogram 1	1	1874.495718750	1874.521718750	1400.000	4000.000	1.0000
21	Waveform 1	1	1874.650093750	1874.659843750	1400.000	4000.000	1.0000
21	Spectrogram 1	1	1874.650093750	1874.659843750	1400.000	4000.000	1.0000
22	Waveform 1	1	1874.978343750	1874.991343750	1400.000	4000.000	1.0000
22	Spectrogram 1	1	1874.978343750	1874.991343750	1400.000	4000.000	1.0000
23	Waveform 1	1	1906.316468750	1906.334343750	1400.000	4000.000	1.0000
23	Spectrogram 1	1	1906.316468750	1906.334343750	1400.000	4000.000	1.0000
24	Waveform 1	1	2072.298843750	2072.306968750	1400.000	4000.000	1.0000
24	Spectrogram 1	1	2072.298843750	2072.306968750	1400.000	4000.000	1.0000
25	Waveform 1	1	2213.160343750	2213.174968750	1400.000	4000.000	1.0000
25	Spectrogram 1	1	2213.160343750	2213.174968750	1400.000	4000.000	1.0000
26	Waveform 1	1	2213.584468750	2213.597468750	1400.000	4000.000	1.0000
26	Spectrogram 1	1	2213.584468750	2213.597468750	1400.000	4000.000	1.0000
27	Waveform 1	1	2349.834218750	2349.847218750	1400.000	4000.000	1.0000
27	Spectrogram 1	1	2349.834218750	2349.847218750	1400.000	4000.000	1.0000
28	Waveform 1	1	2525.883468750	2525.891593750	1400.000	4000.000	1.0000
28	Spectrogram 1	1	2525.883468750	2525.891593750	1400.000	4000.000	1.0000
29	Waveform 1	1	2629.569843750	2629.582843750	1400.000	4000.000	1.0000
29	Spectrogram 1	1	2629.569843750	2629.582843750	1400.000	4000.000	1.0000
30	Waveform 1	1	2629.616968750	2629.626718750	1400.000	4000.000	1.0000
30	Spectrogram 1	1	2629.616968750	2629.626718750	1400.000	4000.000	1.0000
31	Waveform 1	1	2662.310343750	2662.321718750	1400.000	4000.000	1.0000
31	Spectrogram 1	1	2662.310343750	2662.321718750	1400.000	4000.000	1.0000
32	Waveform 1	1	2730.836593750	2730.846343750	1400.000	4000.000	1.0000
32	Spectrogram 1	1	2730.836593750	2730.846343750	1400.000	4000.000	1.0000
33	Waveform 1	1	2732.625718750	2732.640343750	1400.000	4000.000	1.0000
33	Spectrogram 1	1	2732.625718750	2732.640343750	1400.000	4000.000	1.0000
34	Waveform 1	1	2733.031968750	2733.049843750	1400.000	4000.000	1.0000
34	Spectrogram 1	1	2733.031968750	2733.049843750	1400.000	4000.000	1.0000
35	Waveform 1	1	3229.836718750	3229.844843750	1400.000	4000.000	1.0000
35	Spectrogram 1	1	3229.836718750	3229.844843750	1400.000	4000.000	1.0000
36	Waveform 1	1	3255.419093750	3255.433718750	1400.000	4000.000	1.0000
