Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Occupancy
1	Waveform 1	1	42.743718750	42.751843750	1400.000	4000.000	1.0000
1	Spectrogram 1	1	42.743718750	42.751843750	1400.000	4000.000	1.0000
2	Waveform 1	1	270.558968750	270.584968750	1400.000	4000.000	1.0000
2	Spectrogram 1	1	270.558968750	270.584968750	1400.000	4000.000	1.0000
3	Waveform 1	1	499.773343750	499.781468750	1400.000	4000.000	1.0000
3	Spectrogram 1	1	499.773343750	499.781468750	1400.000	4000.000	1.0000
4	Waveform 1	1	744.784343750	744.797343750	1400.000	4000.000	1.0000
4	Spectrogram 1	1	744.784343750	744.797343750	1400.000	4000.000	1.0000
5	Waveform 1	1	787.776968750	787.788343750	1400.000	4000.000	1.0000
5	Spectrogram 1	1	787.776968750	787.788343750	1400.000	4000.000	1.0000
6	Waveform 1	1	885.382593750	885.402093750	1400.000	4000.000	1.0000
6	Spectrogram 1	1	885.382593750	885.402093750	1400.000	4000.000	1.0000
7	Waveform 1	1	891.804593750	891.830593750	1400.000	4000.000	1.0000
7	Spectrogram 1	1	891.804593750	891.830593750	1400.000	4000.000	1.0000
8	Waveform 1	1	1398.216343750	1398.234218750	1400.000	4000.000	1.0000
8	Spectrogram 1	1	1398.216343750	1398.234218750	1400.000	4000.000	1.0000
9	Waveform 1	1	1416.352968750	1416.372468750	1400.000	4000.000	1.0000
9	Spectrogram 1	1	1416.352968750	1416.372468750	1400.000	4000.000	1.0000
10	Waveform 1	1	1433.014093750	1433.030343750	1400.000	4000.000	1.0000
10	Spectrogram 1	1	1433.014093750	1433.030343750	1400.000	4000.000	1.0000
11	Waveform 1	1	1465.447468750	1465.466968750	1400.000	4000.000	1.0000
11	Spectrogram 1	1	1465.447468750	1465.466968750	1400.000	4000.000	1.0000
12	Waveform 1	1	1537.135968750	1537.147343750	1400.000	4000.000	1.0000
12	Spectrogram 1	1	1537.135968750	1537.147343750	1400.000	4000.000	1.0000
