Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Occupancy
1	Waveform 1	1	77.401718750	77.409843750	1400.000	4000.000	1.0000
1	Spectrogram 1	1	77.401718750	77.409843750	1400.000	4000.000	1.0000
2	Waveform 1	1	78.207718750	78.215843750	1400.000	4000.000	1.0000
2	Spectrogram 1	1	78.207718750	78.215843750	1400.000	4000.000	1.0000
3	Waveform 1	1	88.152718750	88.160843750	1400.000	4000.000	1.0000
3	Spectrogram 1	1	88.152718750	88.160843750	1400.000	4000.000	1.0000
4	Waveform 1	1	90.937968750	90.949343750	1400.000	4000.000	1.0000
4	Spectrogram 1	1	90.937968750	90.949343750	1400.000	4000.000	1.0000
5	Waveform 1	1	92.679968750	92.689718750	1400.000	4000.000	1.0000
5	Spectrogram 1	1	92.679968750	92.689718750	1400.000	4000.000	1.0000
6	Waveform 1	1	93.479468750	93.489218750	1400.000	4000.000	1.0000
6	Spectrogram 1	1	93.479468750	93.489218750	1400.000	4000.000	1.0000
7	Waveform 1	1	94.287093750	94.298468750	1400.000	4000.000	1.0000
7	Spectrogram 1	1	94.287093750	94.298468750	1400.000	4000.000	1.0000
8	Waveform 1	1	94.352093750	94.363468750	1400.000	4000.000	1.0000
8	Spectrogram 1	1	94.352093750	94.363468750	1400.000	4000.000	1.0000
9	Waveform 1	1	101.256718750	101.266468750	1400.000	4000.000	1.0000
9	Spectrogram 1	1	101.256718750	101.266468750	1400.000	4000.000	1.0000
10	Waveform 1	1	102.015593750	102.025343750	1400.000	4000.000	1.0000
10	Spectrogram 1	1	102.015593750	102.025343750	1400.000	4000.000	1.0000
11	Waveform 1	1	102.782593750	102.798843750	1400.000	4000.000	1.0000
11	Spectrogram 1	1	102.782593750	102.798843750	1400.000	4000.000	1.0000
12	Waveform 1	1	103.513843750	103.521968750	1400.000	4000.000	1.0000
12	Spectrogram 1	1	103.513843750	103.521968750	1400.000	4000.000	1.0000
13	Waveform 1	1	108.512343750	108.522093750	1400.000	4000.000	1.0000
13	Spectrogram 1	1	108.512343750	108.522093750	1400.000	4000.000	1.0000
14	Waveform 1	1	121.920218750	121.928343750	1400.000	4000.000	1.0000
14	Spectrogram 1	1	121.920218750	121.928343750	1400.000	4000.000	1.0000
15	Waveform 1	1	139.440968750	139.452343750	1400.000	4000.000	1.0000
15	Spectrogram 1	1	139.440968750	139.452343750	1400.000	4000.000	1.0000
16	Waveform 1	1	232.862218750	232.870343750	1400.000	4000.000	1.0000
16	Spectrogram 1	1	232.862218750	232.870343750	1400.000	4000.000	1.0000
17	Waveform 1	1	654.372593750	654.382343750	1400.000	4000.000	1.0000
17	Spectrogram 1	1	654.372593750	654.382343750	1400.000	4000.000	1.0000
18	Waveform 1	1	707.849718750	707.865968750	1400.000	4000.000	1.0000
18	Spectrogram 1	1	707.849718750	707.865968750	1400.000	4000.000	1.0000
19	Waveform 1	1	767.490468750	767.498593750	1400.000	4000.000	1.0000
19	Spectrogram 1	1	767.490468750	767.498593750	1400.000	4000.000	1.0000
20	Waveform 1	1	830.945093750	830.953218750	1400.000	4000.000	1.0000
20	Spectrogram 1	1	830.945093750	830.953218750	1400.000	4000.000	1.0000
21	Waveform 1	1	842.820593750	842.833593750	1400.000	4000.000	1.0000
21	Spectrogram 1	1	842.820593750	842.833593750	1400.000	4000.000	1.0000
22	Waveform 1	1	891.590093750	891.598218750	1400.000	4000.000	1.0000
22	Spectrogram 1	1	891.590093750	891.598218750	1400.000	4000.000	1.0000
23	Waveform 1	1	899.752468750	899.760593750	1400.000	4000.000	1.0000
23	Spectrogram 1	1	899.752468750	899.760593750	1400.000	4000.000	1.0000
24	Waveform 1	1	902.323218750	902.331343750	1400.000	4000.000	1.0000
24	Spectrogram 1	1	902.323218750	902.331343750	1400.000	4000.000	1.0000
25	Waveform 1	1	919.231343750	919.242718750	1400.000	4000.000	1.0000
25	Spectrogram 1	1	919.231343750	919.242718750	1400.000	4000.000	1.0000
26	Waveform 1	1	926.157093750	926.165218750	1400.000	4000.000	1.0000
26	Spectrogram 1	1	926.157093750	926.165218750	1400.000	4000.000	1.0000
27	Waveform 1	1	959.937593750	959.947343750	1400.000	4000.000	1.0000
