"yr","month","perc"
1,1,83.8709677419355
1,2,53.5714285714286
1,3,29.0322580645161
1,4,26.6666666666667
1,5,16.1290322580645
1,6,20
1,7,6.45161290322581
1,8,64.5161290322581
1,9,20
1,10,29.0322580645161
1,11,6.66666666666667
1,12,29.0322580645161
2,1,54.8387096774194
2,2,28.5714285714286
2,3,41.9354838709677
2,4,23.3333333333333
2,5,16.1290322580645
2,6,23.3333333333333
2,7,19.3548387096774
2,8,35.4838709677419
2,9,33.3333333333333
2,10,45.1612903225806
2,11,36.6666666666667
2,12,32.258064516129
3,1,45.1612903225806
3,2,32.1428571428571
3,3,16.1290322580645
3,4,50
3,5,16.1290322580645
3,6,10
3,7,22.5806451612903
3,8,54.8387096774194
3,9,30
3,10,61.2903225806452
3,11,73.3333333333333
3,12,32.258064516129
4,1,38.7096774193548
4,2,7.14285714285714
4,3,51.6129032258064
4,4,56.6666666666667
4,5,25.8064516129032
4,6,10
4,7,51.6129032258064
4,8,32.258064516129
4,9,36.6666666666667
4,10,51.6129032258064
4,11,16.6666666666667
4,12,9.67741935483871
5,1,22.5806451612903
5,2,25
5,3,16.1290322580645
5,4,6.66666666666667
5,5,16.1290322580645
5,6,13.3333333333333
5,7,64.5161290322581
5,8,25.8064516129032
5,9,6.66666666666667
5,10,38.7096774193548
5,11,36.6666666666667
5,12,41.9354838709677
6,1,48.3870967741936
6,2,21.4285714285714
6,3,58.0645161290323
6,4,60
6,5,29.0322580645161
6,6,10
6,7,41.9354838709677
6,8,19.3548387096774
6,9,36.6666666666667
6,10,51.6129032258064
6,11,43.3333333333333
6,12,6.45161290322581
7,1,32.258064516129
7,2,28.5714285714286
7,3,38.7096774193548
7,4,30
7,5,25.8064516129032
7,6,56.6666666666667
7,7,51.6129032258064
7,8,32.258064516129
7,9,20
7,10,22.5806451612903
7,11,30
7,12,35.4838709677419
8,1,19.3548387096774
8,2,14.2857142857143
8,3,22.5806451612903
8,4,53.3333333333333
8,5,16.1290322580645
8,6,36.6666666666667
8,7,32.258064516129
8,8,16.1290322580645
8,9,20
8,10,25.8064516129032
8,11,36.6666666666667
8,12,19.3548387096774
9,1,64.5161290322581
9,2,57.1428571428571
9,3,64.5161290322581
9,4,26.6666666666667
9,5,25.8064516129032
9,6,13.3333333333333
9,7,32.258064516129
9,8,51.6129032258064
9,9,43.3333333333333
9,10,64.5161290322581
9,11,36.6666666666667
9,12,38.7096774193548
10,1,41.9354838709677
10,2,60.7142857142857
10,3,38.7096774193548
10,4,33.3333333333333
10,5,25.8064516129032
10,6,13.3333333333333
10,7,35.4838709677419
10,8,9.67741935483871
10,9,50
10,10,29.0322580645161
10,11,40
10,12,16.1290322580645
