"yr","month","perc"
1,1,0
1,2,0
1,3,0
1,4,0
1,5,0
1,6,26.6666666666667
1,7,74.1935483870968
1,8,93.5483870967742
1,9,26.6666666666667
1,10,22.5806451612903
1,11,23.3333333333333
1,12,0
2,1,0
2,2,0
2,3,0
2,4,0
2,5,0
2,6,33.3333333333333
2,7,35.4838709677419
2,8,9.67741935483871
2,9,0
2,10,41.9354838709677
2,11,16.6666666666667
2,12,0
3,1,0
3,2,0
3,3,0
3,4,0
3,5,0
3,6,26.6666666666667
3,7,25.8064516129032
3,8,25.8064516129032
3,9,83.3333333333333
3,10,29.0322580645161
3,11,26.6666666666667
3,12,0
4,1,0
4,2,0
4,3,0
4,4,0
4,5,0
4,6,33.3333333333333
4,7,54.8387096774194
4,8,6.45161290322581
4,9,13.3333333333333
4,10,64.5161290322581
4,11,33.3333333333333
4,12,0
5,1,0
5,2,0
5,3,0
5,4,0
5,5,0
5,6,46.6666666666667
5,7,67.741935483871
5,8,29.0322580645161
5,9,36.6666666666667
5,10,6.45161290322581
5,11,26.6666666666667
5,12,0
6,1,0
6,2,0
6,3,0
6,4,0
6,5,0
6,6,40
6,7,64.5161290322581
6,8,38.7096774193548
6,9,3.33333333333333
6,10,25.8064516129032
6,11,30
6,12,0
7,1,0
7,2,0
7,3,0
7,4,0
7,5,0
7,6,20
7,7,12.9032258064516
7,8,54.8387096774194
7,9,30
7,10,25.8064516129032
7,11,26.6666666666667
7,12,0
8,1,0
8,2,0
8,3,0
8,4,0
8,5,0
8,6,33.3333333333333
8,7,61.2903225806452
8,8,51.6129032258064
8,9,16.6666666666667
8,10,25.8064516129032
8,11,30
8,12,0
9,1,0
9,2,0
9,3,0
9,4,0
9,5,0
9,6,50
9,7,22.5806451612903
9,8,22.5806451612903
9,9,33.3333333333333
9,10,54.8387096774194
9,11,20
9,12,0
10,1,0
10,2,0
10,3,0
10,4,0
10,5,0
10,6,33.3333333333333
10,7,70.9677419354839
10,8,48.3870967741936
10,9,73.3333333333333
10,10,64.5161290322581
10,11,0
10,12,0
