V1,V2,V3
-120.371951219512,37.4661538461538,184.054534912109
-120.338414634146,37.4661538461538,155.984527587891
-120.30487804878,37.4661538461538,149.204528808594
-120.271341463415,37.4661538461538,138.074523925781
-120.237804878049,37.4661538461538,212.304336547852
-120.204268292683,37.4661538461538,321.724334716797
-120.170731707317,37.4661538461538,287.144317626953
-120.137195121951,37.4661538461538,407.134338378906
-120.103658536585,37.4661538461538,402.024322509766
-120.07012195122,37.4661538461538,499.684326171875
-120.036585365854,37.4661538461538,711.334350585938
-120.003048780488,37.4661538461538,554.4443359375
-119.969512195122,37.4661538461538,531.434204101562
-119.935975609756,37.4661538461538,561.864196777344
-119.90243902439,37.4661538461538,687.954162597656
-119.868902439024,37.4661538461538,661.244201660156
-119.835365853659,37.4661538461538,729.084167480469
-119.801829268293,37.4661538461538,891.984191894531
-119.768292682927,37.4661538461538,854.874206542969
-119.734756097561,37.4661538461538,847.814208984375
-119.701219512195,37.4661538461538,1201.29870605469
-119.667682926829,37.4661538461538,1498.26867675781
-119.634146341463,37.4661538461538,1499.888671875
-119.600609756098,37.4661538461538,1581.70861816406
-119.567073170732,37.4661538461538,1915.00866699219
-119.533536585366,37.4661538461538,1936.57861328125
-119.5,37.4661538461538,2152.02856445312
-125,37.4323076923077,-4216.62744140625
-124.966463414634,37.4323076923077,-4200.37744140625
-124.932926829268,37.4323076923077,-4186.6875
-124.899390243902,37.4323076923077,-4190.357421875
-124.865853658537,37.4323076923077,-4187.17724609375
-124.832317073171,37.4323076923077,-4169.37744140625
-124.798780487805,37.4323076923077,-4151.09521484375
-124.765243902439,37.4323076923077,-4126.17529296875
-124.731707317073,37.4323076923077,-4104.63525390625
-124.698170731707,37.4323076923077,-4103.5751953125
-124.664634146341,37.4323076923077,-4113.89501953125
-124.631097560976,37.4323076923077,-4104.044921875
-124.59756097561,37.4323076923077,-4093.43505859375
-124.564024390244,37.4323076923077,-4083.05517578125
-124.530487804878,37.4323076923077,-4069.98120117188
-124.496951219512,37.4323076923077,-4049.62109375
-124.463414634146,37.4323076923077,-4037.97119140625
-124.42987804878,37.4323076923077,-4038.4111328125
-124.396341463415,37.4323076923077,-4013.22119140625
-124.362804878049,37.4323076923077,-3985.27124023438
-124.329268292683,37.4323076923077,-3949.02124023438
-124.295731707317,37.4323076923077,-3920.94116210938
-124.262195121951,37.4323076923077,-3894.59252929688
-124.228658536585,37.4323076923077,-3858.3125
-124.19512195122,37.4323076923077,-3840.88256835938
-124.161585365854,37.4323076923077,-3796.1923828125
-124.128048780488,37.4323076923077,-3765.96240234375
-124.094512195122,37.4323076923077,-3765.01245117188
-124.060975609756,37.4323076923077,-3779.25244140625
-124.02743902439,37.4323076923077,-3790.982421875
-123.993902439024,37.4323076923077,-3764.7060546875
-123.960365853659,37.4323076923077,-3683.86596679688
-123.926829268293,37.4323076923077,-3622.72607421875
-123.893292682927,37.4323076923077,-3575.21606445312
-123.859756097561,37.4323076923077,-3540.76611328125
-123.826219512195,37.4323076923077,-3508.04614257812
-123.792682926829,37.4323076923077,-3483.416015625
-123.759146341463,37.4323076923077,-3438.96606445312
-123.725609756098,37.4323076923077,-3382.00415039062
-123.692073170732,37.4323076923077,-3329.9541015625
-123.658536585366,37.4323076923077,-3289.54418945312
-123.625,37.4323076923077,-3229.63403320312
-123.591463414634,37.4323076923077,-3119.67407226562
-123.557926829268,37.4323076923077,-2869.15405273438
-123.524390243902,37.4323076923077,-2191.82421875
-123.490853658537,37.4323076923077,-2064.8740234375
-123.457317073171,37.4323076923077,-1982.66906738281
-123.423780487805,37.4323076923077,-1801.47912597656
-123.390243902439,37.4323076923077,-1843.02905273438
-123.356707317073,37.4323076923077,-1828.73913574219
-123.323170731707,37.4323076923077,-1766.30908203125
-123.289634146341,37.4323076923077,-1625.76904296875
-123.256097560976,37.4323076923077,-1343.05908203125
-123.22256097561,37.4323076923077,-1147.0390625
-123.189024390244,37.4323076923077,-1001.51605224609
-123.155487804878,37.4323076923077,-880.056091308594
-123.121951219512,37.4323076923077,-777.816040039062
-123.088414634146,37.4323076923077,-707.556091308594
-123.05487804878,37.4323076923077,-645.406066894531
-123.021341463415,37.4323076923077,-606.696044921875
-122.987804878049,37.4323076923077,-490.556060791016
-122.954268292683,37.4323076923077,-406.716064453125
-122.920731707317,37.4323076923077,-287.381988525391
-122.887195121951,37.4323076923077,-246.981979370117
-122.853658536585,37.4323076923077,-140.211975097656
-122.82012195122,37.4323076923077,-101.52197265625
-122.786585365854,37.4323076923077,-91.7619781494141
-122.753048780488,37.4323076923077,-87.3119735717773
-122.719512195122,37.4323076923077,-84.5019760131836
-122.685975609756,37.4323076923077,-79.891975402832
-122.65243902439,37.4323076923077,-74.7647094726562
-122.618902439024,37.4323076923077,-68.6347045898438
-122.585365853659,37.4323076923077,-63.5247077941895
-122.551829268293,37.4323076923077,-56.7947082519531
-122.518292682927,37.4323076923077,-45.8647079467773
-122.484756097561,37.4323076923077,-34.5247077941895
-122.451219512195,37.4323076923077,-15.5847082138062
-122.417682926829,37.4323076923077,83.8852920532227
-122.384146341463,37.4323076923077,194.849044799805
-122.350609756098,37.4323076923077,400.839050292969
-122.317073170732,37.4323076923077,581.099060058594
-122.283536585366,37.4323076923077,361.059051513672
-122.25,37.4323076923077,131.959045410156
-122.216463414634,37.4323076923077,96.4590530395508
-122.182926829268,37.4323076923077,71.1190490722656
-122.149390243902,37.4323076923077,30.54905128479
-122.115853658537,37.4323076923077,10.4598827362061
-122.082317073171,37.4323076923077,7.78988265991211
-122.048780487805,37.4323076923077,5.3198823928833
-122.015243902439,37.4323076923077,3.02988243103027
-121.981707317073,37.4323076923077,3.09988260269165
-121.948170731707,37.4323076923077,3.44988250732422
-121.914634146341,37.4323076923077,7.86988258361816
-121.881097560976,37.4323076923077,21.7498817443848
-121.84756097561,37.4323076923077,148.125839233398
-121.814024390244,37.4323076923077,420.965850830078
-121.780487804878,37.4323076923077,534.195861816406
-121.746951219512,37.4323076923077,756.225830078125
-121.713414634146,37.4323076923077,707.645812988281
-121.67987804878,37.4323076923077,937.425842285156
-121.646341463415,37.4323076923077,830.785827636719
-121.612804878049,37.4323076923077,861.375854492188
-121.579268292683,37.4323076923077,667.721130371094
-121.545731707317,37.4323076923077,799.351135253906
-121.512195121951,37.4323076923077,824.071105957031
-121.478658536585,37.4323076923077,877.89111328125
-121.44512195122,37.4323076923077,766.421081542969
-121.411585365854,37.4323076923077,587.231079101562
-121.378048780488,37.4323076923077,481.321105957031
-121.344512195122,37.4323076923077,491.881103515625
-121.310975609756,37.4323076923077,592.258911132812
-121.27743902439,37.4323076923077,456.308929443359
-121.243902439024,37.4323076923077,350.968933105469
-121.210365853659,37.4323076923077,292.768920898438
-121.176829268293,37.4323076923077,160.89892578125
-121.143292682927,37.4323076923077,84.3189239501953
-121.109756097561,37.4323076923077,47.1689186096191
-121.076219512195,37.4323076923077,32.5889205932617
-121.042682926829,37.4323076923077,22.9715232849121
-121.009146341463,37.4323076923077,19.8215236663818
-120.975609756098,37.4323076923077,17.3615226745605
-120.942073170732,37.4323076923077,19.6215229034424
-120.908536585366,37.4323076923077,22.0515232086182
-120.875,37.4323076923077,24.9715232849121
-120.841463414634,37.4323076923077,27.7915229797363
-120.807926829268,37.4323076923077,31.2015228271484
-120.774390243902,37.4323076923077,34.9202461242676
-120.740853658537,37.4323076923077,37.2802467346191
-120.707317073171,37.4323076923077,40.0802459716797
-120.673780487805,37.4323076923077,43.7602462768555
-120.640243902439,37.4323076923077,48.9402465820312
-120.606707317073,37.4323076923077,54.8602485656738
-120.573170731707,37.4323076923077,62.8802490234375
-120.539634146341,37.4323076923077,67.1502456665039
-120.506097560976,37.4323076923077,71.1545257568359
-120.47256097561,37.4323076923077,81.2345275878906
-120.439024390244,37.4323076923077,96.1545257568359
-120.405487804878,37.4323076923077,118.014526367188
-120.371951219512,37.4323076923077,140.874526977539
-120.338414634146,37.4323076923077,115.914527893066
-120.30487804878,37.4323076923077,119.47452545166
-120.271341463415,37.4323076923077,113.344528198242
-120.237804878049,37.4323076923077,137.674331665039
-120.204268292683,37.4323076923077,242.054336547852
-120.170731707317,37.4323076923077,260.904327392578
-120.137195121951,37.4323076923077,305.144317626953
-120.103658536585,37.4323076923077,375.774322509766
-120.07012195122,37.4323076923077,399.344329833984
-120.036585365854,37.4323076923077,604.064331054688
-120.003048780488,37.4323076923077,598.624328613281
-119.969512195122,37.4323076923077,479.964202880859
-119.935975609756,37.4323076923077,562.954162597656
-119.90243902439,37.4323076923077,632.154174804688
-119.868902439024,37.4323076923077,561.774169921875
-119.835365853659,37.4323076923077,607.174194335938
-119.801829268293,37.4323076923077,750.844177246094
-119.768292682927,37.4323076923077,719.864196777344
-119.734756097561,37.4323076923077,982.904174804688
-119.701219512195,37.4323076923077,1025.22863769531
-119.667682926829,37.4323076923077,1279.86865234375
-119.634146341463,37.4323076923077,1246.93872070312
-119.600609756098,37.4323076923077,1357.28869628906
-119.567073170732,37.4323076923077,1569.80871582031
-119.533536585366,37.4323076923077,1717.90869140625
-119.5,37.4323076923077,2031.56872558594
-125,37.3984615384615,-4201.59716796875
-124.966463414634,37.3984615384615,-4185.357421875
-124.932926829268,37.3984615384615,-4174.70751953125
-124.899390243902,37.3984615384615,-4176.4873046875
-124.865853658537,37.3984615384615,-4189.45751953125
-124.832317073171,37.3984615384615,-4175.1474609375
-124.798780487805,37.3984615384615,-4158.1552734375
-124.765243902439,37.3984615384615,-4140.3251953125
-124.731707317073,37.3984615384615,-4121.38525390625
-124.698170731707,37.3984615384615,-4103.794921875
-124.664634146341,37.3984615384615,-4099.6650390625
-124.631097560976,37.3984615384615,-4112.044921875
-124.59756097561,37.3984615384615,-4109.625
-124.564024390244,37.3984615384615,-4092.03515625
-124.530487804878,37.3984615384615,-4077.18115234375
-124.496951219512,37.3984615384615,-4061.72119140625
-124.463414634146,37.3984615384615,-4038.62109375
-124.42987804878,37.3984615384615,-4020.11108398438
-124.396341463415,37.3984615384615,-4018.34106445312
-124.362804878049,37.3984615384615,-3992.951171875
-124.329268292683,37.3984615384615,-3967.47119140625
-124.295731707317,37.3984615384615,-3935.30126953125
-124.262195121951,37.3984615384615,-3904.84252929688
-124.228658536585,37.3984615384615,-3865.16235351562
-124.19512195122,37.3984615384615,-3861.76245117188
-124.161585365854,37.3984615384615,-3839.3125
-124.128048780488,37.3984615384615,-3834.32250976562
-124.094512195122,37.3984615384615,-3831.61254882812
-124.060975609756,37.3984615384615,-3822.79248046875
-124.02743902439,37.3984615384615,-3797.16235351562
-123.993902439024,37.3984615384615,-3713.38598632812
-123.960365853659,37.3984615384615,-3658.19604492188
-123.926829268293,37.3984615384615,-3618.666015625
-123.893292682927,37.3984615384615,-3569.75610351562
-123.859756097561,37.3984615384615,-3540.00610351562
-123.826219512195,37.3984615384615,-3515.64599609375
-123.792682926829,37.3984615384615,-3484.52612304688
-123.759146341463,37.3984615384615,-3447.35595703125
-123.725609756098,37.3984615384615,-3420.67407226562
-123.692073170732,37.3984615384615,-3394.77416992188
-123.658536585366,37.3984615384615,-3340.56420898438
-123.625,37.3984615384615,-3255.13403320312
-123.591463414634,37.3984615384615,-3165.6640625
-123.557926829268,37.3984615384615,-3001.67407226562
-123.524390243902,37.3984615384615,-2593.02416992188
-123.490853658537,37.3984615384615,-2399.55419921875
-123.457317073171,37.3984615384615,-1788.42907714844
-123.423780487805,37.3984615384615,-1140.63916015625
-123.390243902439,37.3984615384615,-1619.69909667969
-123.356707317073,37.3984615384615,-1915.56909179688
-123.323170731707,37.3984615384615,-1880.04907226562
-123.289634146341,37.3984615384615,-1531.24914550781
-123.256097560976,37.3984615384615,-1295.5791015625
-123.22256097561,37.3984615384615,-1135.80908203125
-123.189024390244,37.3984615384615,-1019.09606933594
-123.155487804878,37.3984615384615,-897.856079101562
-123.121951219512,37.3984615384615,-818.346069335938
-123.088414634146,37.3984615384615,-755.696044921875
-123.05487804878,37.3984615384615,-728.766052246094
-123.021341463415,37.3984615384615,-810.796081542969
-122.987804878049,37.3984615384615,-722.616088867188
-122.954268292683,37.3984615384615,-536.916076660156
-122.920731707317,37.3984615384615,-428.711975097656
-122.887195121951,37.3984615384615,-216.911972045898
-122.853658536585,37.3984615384615,-137.971969604492
-122.82012195122,37.3984615384615,-113.001976013184
-122.786585365854,37.3984615384615,-99.0919723510742
-122.753048780488,37.3984615384615,-91.4719772338867
-122.719512195122,37.3984615384615,-88.4919738769531
-122.685975609756,37.3984615384615,-85.6519775390625
-122.65243902439,37.3984615384615,-79.3347091674805
-122.618902439024,37.3984615384615,-72.1347045898438
-122.585365853659,37.3984615384615,-67.8047103881836
-122.551829268293,37.3984615384615,-61.8947067260742
-122.518292682927,37.3984615384615,-50.0347099304199
-122.484756097561,37.3984615384615,-37.1147079467773
-122.451219512195,37.3984615384615,-23.134708404541
-122.417682926829,37.3984615384615,25.8952922821045
-122.384146341463,37.3984615384615,141.489044189453
-122.350609756098,37.3984615384615,269.479064941406
-122.317073170732,37.3984615384615,410.619049072266
-122.283536585366,37.3984615384615,556.259033203125
-122.25,37.3984615384615,317.509063720703
-122.216463414634,37.3984615384615,177.819046020508
-122.182926829268,37.3984615384615,147.329055786133
-122.149390243902,37.3984615384615,102.029052734375
-122.115853658537,37.3984615384615,54.6998825073242
-122.082317073171,37.3984615384615,34.8898811340332
-122.048780487805,37.3984615384615,30.3498821258545
-122.015243902439,37.3984615384615,17.4198818206787
-121.981707317073,37.3984615384615,10.589882850647
-121.948170731707,37.3984615384615,8.71988296508789
-121.914634146341,37.3984615384615,11.669882774353
-121.881097560976,37.3984615384615,24.3198833465576
-121.84756097561,37.3984615384615,51.0558395385742
-121.814024390244,37.3984615384615,135.815841674805
-121.780487804878,37.3984615384615,387.225830078125
-121.746951219512,37.3984615384615,586.895812988281
-121.713414634146,37.3984615384615,707.535827636719
-121.67987804878,37.3984615384615,731.755859375
-121.646341463415,37.3984615384615,802.095825195312
-121.612804878049,37.3984615384615,815.885864257812
-121.579268292683,37.3984615384615,660.381103515625
-121.545731707317,37.3984615384615,707.87109375
-121.512195121951,37.3984615384615,662.361083984375
-121.478658536585,37.3984615384615,664.181091308594
-121.44512195122,37.3984615384615,745.101135253906
-121.411585365854,37.3984615384615,826.561096191406
-121.378048780488,37.3984615384615,655.081115722656
-121.344512195122,37.3984615384615,552.9111328125
-121.310975609756,37.3984615384615,618.958923339844
-121.27743902439,37.3984615384615,436.208923339844
-121.243902439024,37.3984615384615,383.578918457031
-121.210365853659,37.3984615384615,313.188934326172
