V1,V2,V3
-125,37.506707317,-4186.109375
-124.932098765432,37.506707317,-4168.439453125
-124.864197530864,37.506707317,-4149.259765625
-124.796296296296,37.506707317,-4102.0595703125
-124.728395061728,37.506707317,-4086.51953125
-124.66049382716,37.506707317,-4079.7294921875
-124.592592592593,37.506707317,-4059.18969726562
-124.524691358025,37.506707317,-4042.80395507812
-124.456790123457,37.506707317,-3987.40380859375
-124.388888888889,37.506707317,-3815.423828125
-124.320987654321,37.506707317,-3641.51391601562
-124.253086419753,37.506707317,-3638.94384765625
-124.185185185185,37.506707317,-3612.34375
-124.117283950617,37.506707317,-3589.55395507812
-124.049382716049,37.506707317,-3574.14379882812
-123.981481481481,37.506707317,-3618.10595703125
-123.913580246914,37.506707317,-3649.56591796875
-123.845679012346,37.506707317,-3595.28588867188
-123.777777777778,37.506707317,-3497.93579101562
-123.70987654321,37.506707317,-3399.49584960938
-123.641975308642,37.506707317,-3270.94580078125
-123.574074074074,37.506707317,-2945.09594726562
-123.506172839506,37.506707317,-2472.15600585938
-123.438271604938,37.506707317,-2247.30908203125
-123.37037037037,37.506707317,-2166.15893554688
-123.302469135802,37.506707317,-1793.61901855469
-123.234567901235,37.506707317,-1444.33898925781
-123.166666666667,37.506707317,-1102.51904296875
-123.098765432099,37.506707317,-794.339050292969
-123.030864197531,37.506707317,-510.629028320312
-122.962962962963,37.506707317,-214.149047851562
-122.895061728395,37.506707317,-111.809478759766
-122.827160493827,37.506707317,-91.5394821166992
-122.759259259259,37.506707317,-80.1094818115234
-122.691358024691,37.506707317,-68.9194793701172
-122.623456790123,37.506707317,-59.7994804382324
-122.555555555556,37.506707317,-48.1594772338867
-122.487654320988,37.506707317,7.58052110671997
-122.41975308642,37.506707317,168.960525512695
-122.351851851852,37.506707317,202.060806274414
-122.283950617284,37.506707317,119.630813598633
-122.216049382716,37.506707317,8.48081302642822
-122.148148148148,37.506707317,1.55081307888031
-122.08024691358,37.506707317,0.020813025534153
-122.012345679012,37.506707317,3.09081292152405
-121.944444444444,37.506707317,9.65081310272217
-121.876543209877,37.506707317,268.240814208984
-121.808641975309,37.506707317,389.745971679688
-121.740740740741,37.506707317,622.045959472656
-121.672839506173,37.506707317,932.925964355469
-121.604938271605,37.506707317,705.565979003906
-121.537037037037,37.506707317,885.995971679688
-121.469135802469,37.506707317,866.0859375
-121.401234567901,37.506707317,667.565979003906
-121.333333333333,37.506707317,617.655944824219
-121.265432098765,37.506707317,360.472381591797
-121.197530864198,37.506707317,161.12239074707
-121.12962962963,37.506707317,40.8423843383789
-121.061728395062,37.506707317,17.8823871612549
-120.993827160494,37.506707317,16.6523857116699
-120.925925925926,37.506707317,21.3223857879639
-120.858024691358,37.506707317,26.8623867034912
-120.79012345679,37.506707317,32.8623847961426
-120.722222222222,37.506707317,43.5277481079102
-120.654320987654,37.506707317,55.4477500915527
-120.586419753086,37.506707317,65.8677520751953
-120.518518518519,37.506707317,62.9377479553223
-120.450617283951,37.506707317,70.2677459716797
-120.382716049383,37.506707317,92.1177520751953
-120.314814814815,37.506707317,127.507751464844
-120.246913580247,37.506707317,167.497741699219
-120.179012345679,37.506707317,300.186828613281
-120.111111111111,37.506707317,393.206817626953
-120.043209876543,37.506707317,547.77685546875
-119.975308641975,37.506707317,735.196838378906
-119.907407407407,37.506707317,778.286804199219
-119.83950617284,37.506707317,857.096801757812
-119.771604938272,37.506707317,984.586853027344
