V1,V2,V3
-124.349372384937,37.4832061068702,-3830.94873046875
-124.332635983264,37.4832061068702,-3781.16870117188
-124.31589958159,37.4832061068702,-3781.91870117188
-124.299163179916,37.4832061068702,-3785.31860351562
-124.282426778243,37.4832061068702,-3805.45874023438
-124.265690376569,37.4832061068702,-3798.0009765625
-124.248953974895,37.4832061068702,-3751.73095703125
-124.232217573222,37.4832061068702,-3703.30102539062
-124.215481171548,37.4832061068702,-3684.7109375
-124.198744769874,37.4832061068702,-3673.40087890625
-124.182008368201,37.4832061068702,-3659.05102539062
-124.165271966527,37.4832061068702,-3632.9208984375
-124.148535564854,37.4832061068702,-3635.66088867188
-124.13179916318,37.4832061068702,-3634.8076171875
-124.115062761506,37.4832061068702,-3628.83764648438
-124.098326359833,37.4832061068702,-3607.14770507812
-124.081589958159,37.4832061068702,-3607.2578125
-124.064853556485,37.4832061068702,-3606.36767578125
-124.048117154812,37.4832061068702,-3603.64770507812
-124.031380753138,37.4832061068702,-3626.2177734375
-124.014644351464,37.4832061068702,-3636.18774414062
-123.997907949791,37.4832061068702,-3674.74633789062
-123.981171548117,37.4832061068702,-3683.38647460938
-123.964435146444,37.4832061068702,-3703.8564453125
-123.94769874477,37.4832061068702,-3718.80639648438
-123.930962343096,37.4832061068702,-3705.99633789062
-123.914225941423,37.4832061068702,-3685.09643554688
-123.897489539749,37.4832061068702,-3660.37646484375
-123.880753138075,37.4832061068702,-3626.17651367188
-123.864016736402,37.4832061068702,-3599.88134765625
-123.847280334728,37.4832061068702,-3572.92138671875
-123.830543933054,37.4832061068702,-3552.88134765625
-123.813807531381,37.4832061068702,-3516.52124023438
-123.797071129707,37.4832061068702,-3483.01123046875
-123.780334728033,37.4832061068702,-3468.6513671875
-123.76359832636,37.4832061068702,-3452.55126953125
-123.746861924686,37.4832061068702,-3435.83129882812
-123.730125523013,37.4832061068702,-3410.69116210938
-123.713389121339,37.4832061068702,-3383.951171875
-123.696652719665,37.4832061068702,-3366.34130859375
-123.679916317992,37.4832061068702,-3337.05126953125
-123.663179916318,37.4832061068702,-3301.78125
-123.646443514644,37.4832061068702,-3269.39111328125
-123.629707112971,37.4832061068702,-3233.02124023438
-123.612970711297,37.4832061068702,-3121.60131835938
-123.596234309623,37.4832061068702,-3009.23974609375
-123.57949790795,37.4832061068702,-2842.85961914062
-123.562761506276,37.4832061068702,-2699.90966796875
-123.546025104603,37.4832061068702,-2586.70971679688
-123.529288702929,37.4832061068702,-2474.32958984375
-123.512552301255,37.4832061068702,-2207.02954101562
-123.495815899582,37.4832061068702,-2013.71960449219
-123.479079497908,37.4832061068702,-1827.6396484375
-123.462343096234,37.4832061068702,-1774.34533691406
-123.445606694561,37.4832061068702,-1956.25537109375
-123.428870292887,37.4832061068702,-2073.71533203125
-123.412133891213,37.4832061068702,-2174.615234375
-123.39539748954,37.4832061068702,-2169.115234375
-123.378661087866,37.4832061068702,-1984.03527832031
-123.361924686192,37.4832061068702,-1860.68530273438
-123.345188284519,37.4832061068702,-1787.34533691406
-123.328451882845,37.4832061068702,-1727.40112304688
-123.311715481172,37.4832061068702,-1653.53112792969
-123.294979079498,37.4832061068702,-1566.98107910156
-123.278242677824,37.4832061068702,-1468.93115234375
-123.261506276151,37.4832061068702,-1375.40112304688
-123.244769874477,37.4832061068702,-1290.23107910156
-123.228033472803,37.4832061068702,-1276.22106933594
-123.21129707113,37.4832061068702,-1247.68115234375
-123.194560669456,37.4832061068702,-1161.49291992188
-123.177824267782,37.4832061068702,-1062.00280761719
-123.161087866109,37.4832061068702,-988.802856445312
-123.144351464435,37.4832061068702,-890.4228515625
-123.127615062762,37.4832061068702,-788.602844238281
-123.110878661088,37.4832061068702,-731.472839355469
-123.094142259414,37.4832061068702,-687.44287109375
-123.077405857741,37.4832061068702,-650.102844238281
-123.060669456067,37.4832061068702,-595.233581542969
-123.043933054393,37.4832061068702,-541.95361328125
-123.02719665272,37.4832061068702,-486.533599853516
-123.010460251046,37.4832061068702,-425.213592529297
-122.993723849372,37.4832061068702,-365.303588867188
-122.976987447699,37.4832061068702,-300.233581542969
-122.960251046025,37.4832061068702,-232.493591308594
-122.943514644351,37.4832061068702,-175.00358581543
-122.926778242678,37.4832061068702,-143.087631225586
-122.910041841004,37.4832061068702,-128.227630615234
-122.893305439331,37.4832061068702,-117.667633056641
-122.876569037657,37.4832061068702,-108.477630615234
-122.859832635983,37.4832061068702,-99.6976318359375
-122.84309623431,37.4832061068702,-95.8076324462891
-122.826359832636,37.4832061068702,-91.9076309204102
-122.809623430962,37.4832061068702,-89.3376312255859
-122.792887029289,37.4832061068702,-86.6330261230469
-122.776150627615,37.4832061068702,-84.8230285644531
-122.759414225941,37.4832061068702,-84.0630264282227
-122.742677824268,37.4832061068702,-81.7530288696289
-122.725941422594,37.4832061068702,-78.3430252075195
-122.70920502092,37.4832061068702,-75.7830276489258
-122.692468619247,37.4832061068702,-72.8630294799805
-122.675732217573,37.4832061068702,-70.483024597168
-122.6589958159,37.4832061068702,-68.8974380493164
-122.642259414226,37.4832061068702,-64.8874359130859
-122.625523012552,37.4832061068702,-63.2274398803711
-122.608786610879,37.4832061068702,-60.1374397277832
-122.592050209205,37.4832061068702,-58.2374382019043
-122.575313807531,37.4832061068702,-55.4074363708496
-122.558577405858,37.4832061068702,-51.8274383544922
-122.541841004184,37.4832061068702,-46.947437286377
-122.52510460251,37.4832061068702,-39.8788299560547
-122.508368200837,37.4832061068702,-32.6388282775879
-122.491631799163,37.4832061068702,-23.0188293457031
-122.47489539749,37.4832061068702,-15.818829536438
-122.458158995816,37.4832061068702,-8.97883033752441
-122.441422594142,37.4832061068702,12.5711698532104
-122.424686192469,37.4832061068702,55.2411689758301
-122.407949790795,37.4832061068702,86.9611663818359
-122.391213389121,37.4832061068702,162.090911865234
-122.374476987448,37.4832061068702,287.260894775391
-122.357740585774,37.4832061068702,384.220916748047
-122.3410041841,37.4832061068702,316.870910644531
-122.324267782427,37.4832061068702,167.460906982422
-122.307531380753,37.4832061068702,124.080909729004
-122.29079497908,37.4832061068702,163.480911254883
-122.274058577406,37.4832061068702,124.560913085938
-122.257322175732,37.4832061068702,52.4580764770508
-122.240585774059,37.4832061068702,13.8080759048462
-122.223849372385,37.4832061068702,8.34807586669922
-122.207112970711,37.4832061068702,8.67807579040527
-122.190376569038,37.4832061068702,8.20807552337646
-122.173640167364,37.4832061068702,7.74807596206665
-122.15690376569,37.4832061068702,4.99807596206665
-122.140167364017,37.4832061068702,4.15807580947876
-122.123430962343,37.4832061068702,1.85833597183228
-122.106694560669,37.4832061068702,-0.0416640676558018
-122.089958158996,37.4832061068702,-0.491664052009583
-122.073221757322,37.4832061068702,-1.33166408538818
-122.056485355649,37.4832061068702,0.568335950374603
-122.039748953975,37.4832061068702,2.08833599090576
-122.023012552301,37.4832061068702,2.1483359336853
-122.006276150628,37.4832061068702,1.69833588600159
-121.989539748954,37.4832061068702,1.81535315513611
-121.97280334728,37.4832061068702,1.80535304546356
-121.956066945607,37.4832061068702,1.62535309791565
-121.939330543933,37.4832061068702,3.18535304069519
-121.922594142259,37.4832061068702,14.7753534317017
-121.905857740586,37.4832061068702,73.2853546142578
-121.889121338912,37.4832061068702,206.625350952148
-121.872384937238,37.4832061068702,405.915344238281
-121.855648535565,37.4832061068702,597.280883789062
-121.838912133891,37.4832061068702,483.300903320312
-121.822175732218,37.4832061068702,249.140899658203
-121.805439330544,37.4832061068702,274.650909423828
-121.78870292887,37.4832061068702,387.050903320312
-121.771966527197,37.4832061068702,535.760925292969
-121.755230125523,37.4832061068702,748.490905761719
-121.738493723849,37.4832061068702,730.540893554688
-121.721757322176,37.4832061068702,631.971984863281
-121.705020920502,37.4832061068702,634.001953125
-121.688284518828,37.4832061068702,1000.72198486328
-121.671548117155,37.4832061068702,949.111999511719
-121.654811715481,37.4832061068702,943.742004394531
-121.638075313808,37.4832061068702,938.531982421875
-121.621338912134,37.4832061068702,797.031982421875
-121.60460251046,37.4832061068702,616.552001953125
-121.587866108787,37.4832061068702,658.852600097656
-121.571129707113,37.4832061068702,923.622619628906
-121.554393305439,37.4832061068702,1106.02258300781
-121.537656903766,37.4832061068702,1072.99255371094
-121.520920502092,37.4832061068702,864.482604980469
-121.504184100418,37.4832061068702,895.712585449219
-121.487447698745,37.4832061068702,974.302612304688
-121.470711297071,37.4832061068702,947.4326171875
-121.453974895397,37.4832061068702,782.714782714844
-121.437238493724,37.4832061068702,880.954772949219
-121.42050209205,37.4832061068702,900.544799804688
-121.403765690377,37.4832061068702,831.604797363281
-121.387029288703,37.4832061068702,718.244812011719
-121.370292887029,37.4832061068702,757.044799804688
-121.353556485356,37.4832061068702,787.374816894531
-121.336820083682,37.4832061068702,688.934814453125
-121.320083682008,37.4832061068702,524.123718261719
-121.303347280335,37.4832061068702,473.623748779297
-121.286610878661,37.4832061068702,444.773742675781
-121.269874476987,37.4832061068702,398.653747558594
-121.253138075314,37.4832061068702,299.283752441406
-121.23640167364,37.4832061068702,202.903747558594
-121.219665271967,37.4832061068702,151.75373840332
-121.202928870293,37.4832061068702,128.903747558594
-121.186192468619,37.4832061068702,92.9370269775391
-121.169456066946,37.4832061068702,49.7870292663574
-121.152719665272,37.4832061068702,37.2570266723633
-121.135983263598,37.4832061068702,32.277027130127
-121.119246861925,37.4832061068702,27.9470272064209
-121.102510460251,37.4832061068702,23.7270278930664
-121.085774058577,37.4832061068702,19.3470287322998
-121.069037656904,37.4832061068702,15.7570276260376
-121.05230125523,37.4832061068702,14.5129079818726
-121.035564853556,37.4832061068702,15.482907295227
-121.018828451883,37.4832061068702,16.862907409668
-121.002092050209,37.4832061068702,17.7329082489014
-120.985355648536,37.4832061068702,18.6429080963135
-120.968619246862,37.4832061068702,19.6029071807861
-120.951882845188,37.4832061068702,20.8129081726074
-120.935146443515,37.4832061068702,21.8829078674316
-120.918410041841,37.4832061068702,23.2927742004395
-120.901673640167,37.4832061068702,25.4127750396729
-120.884937238494,37.4832061068702,26.2627735137939
-120.86820083682,37.4832061068702,27.4427738189697
-120.851464435146,37.4832061068702,28.6927738189697
-120.834728033473,37.4832061068702,30.4127750396729
-120.817991631799,37.4832061068702,31.9727745056152
-120.801255230126,37.4832061068702,34.7627754211426
-120.784518828452,37.4832061068702,36.7271194458008
-120.767782426778,37.4832061068702,38.2271194458008
-120.751046025105,37.4832061068702,42.8471183776855
-120.734309623431,37.4832061068702,42.6871185302734
-120.717573221757,37.4832061068702,44.7271194458008
-120.700836820084,37.4832061068702,46.8971176147461
-120.68410041841,37.4832061068702,49.3071174621582
-120.667364016736,37.4832061068702,54.6971168518066
-120.650627615063,37.4832061068702,59.6903610229492
-120.633891213389,37.4832061068702,61.0003623962402
-120.617154811715,37.4832061068702,64.4003601074219
-120.600418410042,37.4832061068702,58.6603622436523
-120.583682008368,37.4832061068702,57.7203598022461
-120.566945606695,37.4832061068702,52.1003608703613
-120.550209205021,37.4832061068702,50.0303611755371
-120.533472803347,37.4832061068702,52.8503608703613
-120.516736401674,37.4832061068702,54.9838790893555
-120.5,37.4832061068702,58.3038787841797
-124.5,37.4664122137405,-4052.62744140625
-124.483263598326,37.4664122137405,-4062.17749023438
-124.466527196653,37.4664122137405,-4057.2275390625
-124.449790794979,37.4664122137405,-4040.3974609375
-124.433054393305,37.4664122137405,-4026.29736328125
-124.416317991632,37.4664122137405,-4012.83740234375
-124.399581589958,37.4664122137405,-3998.07690429688
-124.382845188285,37.4664122137405,-3989.06713867188
-124.366108786611,37.4664122137405,-3964.44702148438
-124.349372384937,37.4664122137405,-3887.27709960938
-124.332635983264,37.4664122137405,-3873.13696289062
-124.31589958159,37.4664122137405,-3860.23706054688
-124.299163179916,37.4664122137405,-3856.01708984375
-124.282426778243,37.4664122137405,-3856.126953125
-124.265690376569,37.4664122137405,-3862.82348632812
-124.248953974895,37.4664122137405,-3809.48364257812
-124.232217573222,37.4664122137405,-3753.03344726562
-124.215481171548,37.4664122137405,-3724.67358398438
-124.198744769874,37.4664122137405,-3722.29345703125
-124.182008368201,37.4664122137405,-3719.58349609375
-124.165271966527,37.4664122137405,-3702.2734375
-124.148535564854,37.4664122137405,-3679.79345703125
-124.13179916318,37.4664122137405,-3662.7626953125
-124.115062761506,37.4664122137405,-3649.12255859375
-124.098326359833,37.4664122137405,-3633.57250976562
-124.081589958159,37.4664122137405,-3634.0625
-124.064853556485,37.4664122137405,-3644.49267578125
-124.048117154812,37.4664122137405,-3660.052734375
-124.031380753138,37.4664122137405,-3676.8525390625
-124.014644351464,37.4664122137405,-3693.34252929688
-123.997907949791,37.4664122137405,-3730.46606445312
-123.981171548117,37.4664122137405,-3741.39599609375
-123.964435146444,37.4664122137405,-3738.35595703125
-123.94769874477,37.4664122137405,-3722.88598632812
-123.930962343096,37.4664122137405,-3695.9560546875
-123.914225941423,37.4664122137405,-3659.30590820312
-123.897489539749,37.4664122137405,-3622.76586914062
-123.880753138075,37.4664122137405,-3584.39599609375
-123.864016736402,37.4664122137405,-3558.69580078125
-123.847280334728,37.4664122137405,-3542.4755859375
-123.830543933054,37.4664122137405,-3533.52563476562
-123.813807531381,37.4664122137405,-3508.5556640625
-123.797071129707,37.4664122137405,-3477.11572265625
-123.780334728033,37.4664122137405,-3459.03564453125
-123.76359832636,37.4664122137405,-3442.8056640625
-123.746861924686,37.4664122137405,-3425.91577148438
-123.730125523013,37.4664122137405,-3403.01391601562
-123.713389121339,37.4664122137405,-3375.60375976562
-123.696652719665,37.4664122137405,-3346.81396484375
-123.679916317992,37.4664122137405,-3313.34375
-123.663179916318,37.4664122137405,-3279.1337890625
-123.646443514644,37.4664122137405,-3251.1337890625
-123.629707112971,37.4664122137405,-3207.52392578125
-123.612970711297,37.4664122137405,-3104.47387695312
-123.596234309623,37.4664122137405,-2996.392578125
-123.57949790795,37.4664122137405,-2842.62255859375
-123.562761506276,37.4664122137405,-2689.45263671875
-123.546025104603,37.4664122137405,-2579.37255859375
-123.529288702929,37.4664122137405,-2311.25268554688
-123.512552301255,37.4664122137405,-2096.29272460938
-123.495815899582,37.4664122137405,-1876.58264160156
-123.479079497908,37.4664122137405,-1534.28259277344
-123.462343096234,37.4664122137405,-1554.46594238281
-123.445606694561,37.4664122137405,-1919.98596191406
-123.428870292887,37.4664122137405,-2057.38598632812
-123.412133891213,37.4664122137405,-2019.10595703125
-123.39539748954,37.4664122137405,-2069.44604492188
-123.378661087866,37.4664122137405,-1978.76599121094
-123.361924686192,37.4664122137405,-1842.93603515625
-123.345188284519,37.4664122137405,-1756.26599121094
-123.328451882845,37.4664122137405,-1679.70678710938
-123.311715481172,37.4664122137405,-1611.25671386719
-123.294979079498,37.4664122137405,-1572.26672363281
-123.278242677824,37.4664122137405,-1442.20678710938
-123.261506276151,37.4664122137405,-1327.55676269531
-123.244769874477,37.4664122137405,-1224.33679199219
-123.228033472803,37.4664122137405,-1147.02673339844
-123.21129707113,37.4664122137405,-1077.22680664062
-123.194560669456,37.4664122137405,-1015.88635253906
-123.177824267782,37.4664122137405,-970.296325683594
-123.161087866109,37.4664122137405,-936.676330566406
-123.144351464435,37.4664122137405,-904.306335449219
-123.127615062762,37.4664122137405,-836.456359863281
-123.110878661088,37.4664122137405,-743.716369628906
-123.094142259414,37.4664122137405,-673.036376953125
-123.077405857741,37.4664122137405,-636.716369628906
-123.060669456067,37.4664122137405,-610.601196289062
-123.043933054393,37.4664122137405,-555.401184082031
-123.02719665272,37.4664122137405,-507.661193847656
-123.010460251046,37.4664122137405,-453.541198730469
-122.993723849372,37.4664122137405,-396.501220703125
-122.976987447699,37.4664122137405,-333.431213378906
-122.960251046025,37.4664122137405,-269.441192626953
-122.943514644351,37.4664122137405,-215.071212768555
-122.926778242678,37.4664122137405,-170.726943969727
-122.910041841004,37.4664122137405,-152.216934204102
-122.893305439331,37.4664122137405,-153.666946411133
-122.876569037657,37.4664122137405,-125.766937255859
-122.859832635983,37.4664122137405,-107.556938171387
-122.84309623431,37.4664122137405,-99.5969390869141
-122.826359832636,37.4664122137405,-95.1569442749023
-122.809623430962,37.4664122137405,-92.2569427490234
-122.792887029289,37.4664122137405,-88.7186126708984
-122.776150627615,37.4664122137405,-86.9286117553711
-122.759414225941,37.4664122137405,-85.3186111450195
-122.742677824268,37.4664122137405,-83.6086120605469
-122.725941422594,37.4664122137405,-80.8986129760742
-122.70920502092,37.4664122137405,-78.2486114501953
-122.692468619247,37.4664122137405,-75.5086135864258
-122.675732217573,37.4664122137405,-73.0986099243164
-122.6589958159,37.4664122137405,-70.783203125
-122.642259414226,37.4664122137405,-68.8132095336914
-122.625523012552,37.4664122137405,-65.783203125
-122.608786610879,37.4664122137405,-63.0132064819336
-122.592050209205,37.4664122137405,-59.8132057189941
-122.575313807531,37.4664122137405,-57.4732055664062
-122.558577405858,37.4664122137405,-53.4832077026367
-122.541841004184,37.4664122137405,-50.0432052612305
-122.52510460251,37.4664122137405,-43.6764831542969
-122.508368200837,37.4664122137405,-36.2364807128906
-122.491631799163,37.4664122137405,-29.0564823150635
-122.47489539749,37.4664122137405,-20.9764823913574
-122.458158995816,37.4664122137405,-13.3664817810059
-122.441422594142,37.4664122137405,11.9835176467896
-122.424686192469,37.4664122137405,38.9935188293457
-122.407949790795,37.4664122137405,124.103515625
-122.391213389121,37.4664122137405,178.408157348633
-122.374476987448,37.4664122137405,247.708160400391
-122.357740585774,37.4664122137405,360.198150634766
-122.3410041841,37.4664122137405,516.128173828125
-122.324267782427,37.4664122137405,394.538146972656
-122.307531380753,37.4664122137405,211.658157348633
-122.29079497908,37.4664122137405,180.008148193359
-122.274058577406,37.4664122137405,207.148147583008
-122.257322175732,37.4664122137405,129.01155090332
