Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Occupancy
1	Waveform 1	1	3475.060593750	3475.080093750	1400.000	4000.000	1.0000
1	Spectrogram 1	1	3475.060593750	3475.080093750	1400.000	4000.000	1.0000
2	Waveform 1	1	3526.404093750	3526.430093750	1400.000	4000.000	1.0000
2	Spectrogram 1	1	3526.404093750	3526.430093750	1400.000	4000.000	1.0000
3	Waveform 1	1	5312.750343750	5312.771468750	1400.000	4000.000	1.0000
3	Spectrogram 1	1	5312.750343750	5312.771468750	1400.000	4000.000	1.0000
4	Waveform 1	1	6270.645593750	6270.655343750	1400.000	4000.000	1.0000
4	Spectrogram 1	1	6270.645593750	6270.655343750	1400.000	4000.000	1.0000
5	Waveform 1	1	7026.637843750	7026.645968750	1400.000	4000.000	1.0000
5	Spectrogram 1	1	7026.637843750	7026.645968750	1400.000	4000.000	1.0000
6	Waveform 1	1	7065.977468750	7065.987218750	1400.000	4000.000	1.0000
6	Spectrogram 1	1	7065.977468750	7065.987218750	1400.000	4000.000	1.0000
7	Waveform 1	1	7072.997468750	7073.021843750	1400.000	4000.000	1.0000
7	Spectrogram 1	1	7072.997468750	7073.021843750	1400.000	4000.000	1.0000
8	Waveform 1	1	7074.807718750	7074.823968750	1400.000	4000.000	1.0000
8	Spectrogram 1	1	7074.807718750	7074.823968750	1400.000	4000.000	1.0000
9	Waveform 1	1	7074.887343750	7074.919843750	1400.000	4000.000	0.8500
9	Spectrogram 1	1	7074.887343750	7074.919843750	1400.000	4000.000	0.8500
10	Waveform 1	1	7075.833093750	7075.846093750	1400.000	4000.000	1.0000
10	Spectrogram 1	1	7075.833093750	7075.846093750	1400.000	4000.000	1.0000
11	Waveform 1	1	7077.436968750	7077.451593750	1400.000	4000.000	1.0000
11	Spectrogram 1	1	7077.436968750	7077.451593750	1400.000	4000.000	1.0000
12	Waveform 1	1	7080.790968750	7080.799093750	1400.000	4000.000	1.0000
12	Spectrogram 1	1	7080.790968750	7080.799093750	1400.000	4000.000	1.0000
13	Waveform 1	1	7101.350468750	7101.374843750	1400.000	4000.000	1.0000
13	Spectrogram 1	1	7101.350468750	7101.374843750	1400.000	4000.000	1.0000
14	Waveform 1	1	7117.200718750	7117.213718750	1400.000	4000.000	1.0000
14	Spectrogram 1	1	7117.200718750	7117.213718750	1400.000	4000.000	1.0000
15	Waveform 1	1	7285.316718750	7285.337843750	1400.000	4000.000	1.0000
15	Spectrogram 1	1	7285.316718750	7285.337843750	1400.000	4000.000	1.0000
16	Waveform 1	1	7308.172343750	7308.183718750	1400.000	4000.000	1.0000
16	Spectrogram 1	1	7308.172343750	7308.183718750	1400.000	4000.000	1.0000
17	Waveform 1	1	7440.387218750	7440.403468750	1400.000	4000.000	1.0000
17	Spectrogram 1	1	7440.387218750	7440.403468750	1400.000	4000.000	1.0000
18	Waveform 1	1	7521.213093750	7521.226093750	1400.000	4000.000	1.0000
18	Spectrogram 1	1	7521.213093750	7521.226093750	1400.000	4000.000	1.0000
19	Waveform 1	1	7534.148093750	7534.167593750	1400.000	4000.000	1.0000
19	Spectrogram 1	1	7534.148093750	7534.167593750	1400.000	4000.000	1.0000
20	Waveform 1	1	7582.074218750	7582.090468750	1400.000	4000.000	1.0000
20	Spectrogram 1	1	7582.074218750	7582.090468750	1400.000	4000.000	1.0000
21	Waveform 1	1	7625.544593750	7625.562468750	1400.000	4000.000	1.0000
21	Spectrogram 1	1	7625.544593750	7625.562468750	1400.000	4000.000	1.0000
22	Waveform 1	1	7788.988718750	7789.000093750	1400.000	4000.000	1.0000
22	Spectrogram 1	1	7788.988718750	7789.000093750	1400.000	4000.000	1.0000
23	Waveform 1	1	7858.836093750	7858.850718750	1400.000	4000.000	1.0000
23	Spectrogram 1	1	7858.836093750	7858.850718750	1400.000	4000.000	1.0000
24	Waveform 1	1	7861.206968750	7861.216718750	1400.000	4000.000	1.0000
24	Spectrogram 1	1	7861.206968750	7861.216718750	1400.000	4000.000	1.0000
25	Waveform 1	1	7861.583968750	7861.592093750	1400.000	4000.000	1.0000
25	Spectrogram 1	1	7861.583968750	7861.592093750	1400.000	4000.000	1.0000
26	Waveform 1	1	7905.145343750	7905.158343750	1400.000	4000.000	1.0000
26	Spectrogram 1	1	7905.145343750	7905.158343750	1400.000	4000.000	1.0000
27	Waveform 1	1	7925.009343750	7925.017468750	1400.000	4000.000	1.0000
27	Spectrogram 1	1	7925.009343750	7925.017468750	1400.000	4000.000	1.0000
28	Waveform 1	1	8091.485718750	8091.495468750	1400.000	4000.000	1.0000
28	Spectrogram 1	1	8091.485718750	8091.495468750	1400.000	4000.000	1.0000
29	Waveform 1	1	8096.258343750	8096.269718750	1400.000	4000.000	1.0000
29	Spectrogram 1	1	8096.258343750	8096.269718750	1400.000	4000.000	1.0000
30	Waveform 1	1	8230.182718750	8230.210343750	1400.000	4000.000	1.0000
30	Spectrogram 1	1	8230.182718750	8230.210343750	1400.000	4000.000	1.0000
31	Waveform 1	1	8429.867593750	8429.883843750	1400.000	4000.000	1.0000
31	Spectrogram 1	1	8429.867593750	8429.883843750	1400.000	4000.000	1.0000
32	Waveform 1	1	8435.568093750	8435.576218750	1400.000	4000.000	1.0000
32	Spectrogram 1	1	8435.568093750	8435.576218750	1400.000	4000.000	1.0000
33	Waveform 1	1	8481.605968750	8481.618968750	1400.000	4000.000	1.0000
33	Spectrogram 1	1	8481.605968750	8481.618968750	1400.000	4000.000	1.0000
34	Waveform 1	1	8513.886593750	8513.896343750	1400.000	4000.000	1.0000
34	Spectrogram 1	1	8513.886593750	8513.896343750	1400.000	4000.000	1.0000
35	Waveform 1	1	8514.023093750	8514.032843750	1400.000	4000.000	1.0000
35	Spectrogram 1	1	8514.023093750	8514.032843750	1400.000	4000.000	1.0000
36	Waveform 1	1	8515.451468750	8515.475843750	1400.000	4000.000	1.0000
36	Spectrogram 1	1	8515.451468750	8515.475843750	1400.000	4000.000	1.0000
