Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Occupancy
1	Waveform 1	1	1816.962593750	1816.980468750	1400.000	4000.000	1.0000
1	Spectrogram 1	1	1816.962593750	1816.980468750	1400.000	4000.000	1.0000
2	Waveform 1	1	5568.743093750	5568.775593750	1400.000	4000.000	1.0000
2	Spectrogram 1	1	5568.743093750	5568.775593750	1400.000	4000.000	1.0000
3	Waveform 1	1	6210.686343750	6210.694468750	1400.000	4000.000	1.0000
3	Spectrogram 1	1	6210.686343750	6210.694468750	1400.000	4000.000	1.0000
4	Waveform 1	1	7781.094468750	7781.105843750	1400.000	4000.000	1.0000
4	Spectrogram 1	1	7781.094468750	7781.105843750	1400.000	4000.000	1.0000
5	Waveform 1	1	17453.044093750	17453.065218750	1400.000	4000.000	1.0000
5	Spectrogram 1	1	17453.044093750	17453.065218750	1400.000	4000.000	1.0000
6	Waveform 1	1	20594.489218750	20594.511968750	1400.000	4000.000	1.0000
6	Spectrogram 1	1	20594.489218750	20594.511968750	1400.000	4000.000	1.0000
7	Waveform 1	1	20736.416718750	20736.428093750	1400.000	4000.000	1.0000
7	Spectrogram 1	1	20736.416718750	20736.428093750	1400.000	4000.000	1.0000
8	Waveform 1	1	21094.888468750	21094.898218750	1400.000	4000.000	1.0000
8	Spectrogram 1	1	21094.888468750	21094.898218750	1400.000	4000.000	1.0000
9	Waveform 1	1	21934.087218750	21934.106718750	1400.000	4000.000	1.0000
9	Spectrogram 1	1	21934.087218750	21934.106718750	1400.000	4000.000	1.0000
10	Waveform 1	1	21934.954968750	21934.977718750	1400.000	4000.000	1.0000
10	Spectrogram 1	1	21934.954968750	21934.977718750	1400.000	4000.000	1.0000
11	Waveform 1	1	25324.742343750	25324.763468750	1400.000	4000.000	1.0000
11	Spectrogram 1	1	25324.742343750	25324.763468750	1400.000	4000.000	1.0000
12	Waveform 1	1	25487.448718750	25487.466593750	1400.000	4000.000	1.0000
12	Spectrogram 1	1	25487.448718750	25487.466593750	1400.000	4000.000	1.0000
13	Waveform 1	1	33284.249093750	33284.260468750	1400.000	4000.000	1.0000
13	Spectrogram 1	1	33284.249093750	33284.260468750	1400.000	4000.000	1.0000
14	Waveform 1	1	34852.593468750	34852.608093750	1400.000	4000.000	1.0000
14	Spectrogram 1	1	34852.593468750	34852.608093750	1400.000	4000.000	1.0000
15	Waveform 1	1	35047.491093750	35047.504093750	1400.000	4000.000	1.0000
15	Spectrogram 1	1	35047.491093750	35047.504093750	1400.000	4000.000	1.0000
16	Waveform 1	1	35047.570718750	35047.580468750	1400.000	4000.000	1.0000
16	Spectrogram 1	1	35047.570718750	35047.580468750	1400.000	4000.000	1.0000
17	Waveform 1	1	36213.010968750	36213.040218750	1400.000	4000.000	1.0000
17	Spectrogram 1	1	36213.010968750	36213.040218750	1400.000	4000.000	1.0000
18	Waveform 1	1	36213.345718750	36213.370093750	1400.000	4000.000	1.0000
18	Spectrogram 1	1	36213.345718750	36213.370093750	1400.000	4000.000	1.0000
19	Waveform 1	1	37331.987593750	37331.995718750	1400.000	4000.000	1.0000
19	Spectrogram 1	1	37331.987593750	37331.995718750	1400.000	4000.000	1.0000
20	Waveform 1	1	44539.270468750	44539.286718750	1400.000	4000.000	1.0000
20	Spectrogram 1	1	44539.270468750	44539.286718750	1400.000	4000.000	1.0000
21	Waveform 1	1	44947.855593750	44947.870218750	1400.000	4000.000	1.0000
21	Spectrogram 1	1	44947.855593750	44947.870218750	1400.000	4000.000	1.0000
22	Waveform 1	1	44993.054968750	44993.074468750	1400.000	4000.000	1.0000
22	Spectrogram 1	1	44993.054968750	44993.074468750	1400.000	4000.000	1.0000
23	Waveform 1	1	45009.966343750	45009.987468750	1400.000	4000.000	1.0000
23	Spectrogram 1	1	45009.966343750	45009.987468750	1400.000	4000.000	1.0000
