Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Occupancy
1	Waveform 1	1	5789.190593750	5789.223093750	1400.000	4000.000	1.0000
1	Spectrogram 1	1	5789.190593750	5789.223093750	1400.000	4000.000	1.0000
2	Waveform 1	1	5798.134593750	5798.147593750	1400.000	4000.000	1.0000
2	Spectrogram 1	1	5798.134593750	5798.147593750	1400.000	4000.000	1.0000
3	Waveform 1	1	5798.228843750	5798.253218750	1400.000	4000.000	1.0000
3	Spectrogram 1	1	5798.228843750	5798.253218750	1400.000	4000.000	1.0000
4	Waveform 1	1	5814.230218750	5814.252968750	1400.000	4000.000	1.0000
4	Spectrogram 1	1	5814.230218750	5814.252968750	1400.000	4000.000	1.0000
5	Waveform 1	1	5832.144218750	5832.175093750	1400.000	4000.000	1.0000
5	Spectrogram 1	1	5832.144218750	5832.175093750	1400.000	4000.000	1.0000
6	Waveform 1	1	9760.060093750	9760.073093750	1400.000	4000.000	1.0000
6	Spectrogram 1	1	9760.060093750	9760.073093750	1400.000	4000.000	1.0000
7	Waveform 1	1	9769.891343750	9769.904343750	1400.000	4000.000	1.0000
7	Spectrogram 1	1	9769.891343750	9769.904343750	1400.000	4000.000	1.0000
8	Waveform 1	1	9800.863843750	9800.886593750	1400.000	4000.000	1.0000
8	Spectrogram 1	1	9800.863843750	9800.886593750	1400.000	4000.000	1.0000
9	Waveform 1	1	10242.147218750	10242.156968750	1400.000	4000.000	1.0000
9	Spectrogram 1	1	10242.147218750	10242.156968750	1400.000	4000.000	1.0000
10	Waveform 1	1	10323.803468750	10323.818093750	1400.000	4000.000	1.0000
10	Spectrogram 1	1	10323.803468750	10323.818093750	1400.000	4000.000	1.0000
11	Waveform 1	1	10334.572343750	10334.583718750	1400.000	4000.000	1.0000
11	Spectrogram 1	1	10334.572343750	10334.583718750	1400.000	4000.000	1.0000
12	Waveform 1	1	10387.414093750	10387.422218750	1400.000	4000.000	1.0000
12	Spectrogram 1	1	10387.414093750	10387.422218750	1400.000	4000.000	1.0000
13	Waveform 1	1	10405.305343750	10405.316718750	1400.000	4000.000	1.0000
13	Spectrogram 1	1	10405.305343750	10405.316718750	1400.000	4000.000	1.0000
14	Waveform 1	1	10664.122343750	10664.149968750	1400.000	4000.000	1.0000
14	Spectrogram 1	1	10664.122343750	10664.149968750	1400.000	4000.000	1.0000
15	Waveform 1	1	10689.140843750	10689.152218750	1400.000	4000.000	1.0000
15	Spectrogram 1	1	10689.140843750	10689.152218750	1400.000	4000.000	1.0000
16	Waveform 1	1	10698.871343750	10698.885968750	1400.000	4000.000	1.0000
16	Spectrogram 1	1	10698.871343750	10698.885968750	1400.000	4000.000	1.0000
17	Waveform 1	1	10698.957468750	10698.965593750	1400.000	4000.000	1.0000
17	Spectrogram 1	1	10698.957468750	10698.965593750	1400.000	4000.000	1.0000
18	Waveform 1	1	10709.168968750	10709.177093750	1400.000	4000.000	1.0000
18	Spectrogram 1	1	10709.168968750	10709.177093750	1400.000	4000.000	1.0000
19	Waveform 1	1	10709.255093750	10709.269718750	1400.000	4000.000	1.0000
19	Spectrogram 1	1	10709.255093750	10709.269718750	1400.000	4000.000	1.0000
20	Waveform 1	1	10778.514218750	10778.538593750	1400.000	4000.000	1.0000
