Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Occupancy
1	Waveform 1	1	541.867343750	541.881968750	1400.000	4000.000	1.0000
1	Spectrogram 1	1	541.867343750	541.881968750	1400.000	4000.000	1.0000
2	Waveform 1	1	542.044468750	542.070468750	1400.000	4000.000	1.0000
2	Spectrogram 1	1	542.044468750	542.070468750	1400.000	4000.000	1.0000
3	Waveform 1	1	543.799468750	543.807593750	1400.000	4000.000	1.0000
3	Spectrogram 1	1	543.799468750	543.807593750	1400.000	4000.000	1.0000
4	Waveform 1	1	696.843593750	696.851718750	1400.000	4000.000	1.0000
4	Spectrogram 1	1	696.843593750	696.851718750	1400.000	4000.000	1.0000
5	Waveform 1	1	702.470968750	702.498593750	1400.000	4000.000	1.0000
5	Spectrogram 1	1	702.470968750	702.498593750	1400.000	4000.000	1.0000
6	Waveform 1	1	809.612093750	809.621843750	1400.000	4000.000	1.0000
6	Spectrogram 1	1	809.612093750	809.621843750	1400.000	4000.000	1.0000
7	Waveform 1	1	886.474593750	886.489218750	1400.000	4000.000	1.0000
7	Spectrogram 1	1	886.474593750	886.489218750	1400.000	4000.000	1.0000
8	Waveform 1	1	920.664593750	920.680843750	1400.000	4000.000	1.0000
8	Spectrogram 1	1	920.664593750	920.680843750	1400.000	4000.000	1.0000
9	Waveform 1	1	956.578718750	956.593343750	1400.000	4000.000	1.0000
9	Spectrogram 1	1	956.578718750	956.593343750	1400.000	4000.000	1.0000
10	Waveform 1	1	1010.772468750	1010.793593750	1400.000	4000.000	1.0000
10	Spectrogram 1	1	1010.772468750	1010.793593750	1400.000	4000.000	1.0000
11	Waveform 1	1	1022.072718750	1022.087343750	1400.000	4000.000	1.0000
11	Spectrogram 1	1	1022.072718750	1022.087343750	1400.000	4000.000	1.0000
12	Waveform 1	1	1038.174843750	1038.200843750	1400.000	4000.000	1.0000
12	Spectrogram 1	1	1038.174843750	1038.200843750	1400.000	4000.000	1.0000
