Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Occupancy
1	Waveform 1	1	1079.080968750	1079.097218750	1400.000	4000.000	1.0000
1	Spectrogram 1	1	1079.080968750	1079.097218750	1400.000	4000.000	1.0000
2	Waveform 1	1	1192.107843750	1192.115968750	1400.000	4000.000	1.0000
2	Spectrogram 1	1	1192.107843750	1192.115968750	1400.000	4000.000	1.0000
3	Waveform 1	1	1215.454218750	1215.467218750	1400.000	4000.000	1.0000
3	Spectrogram 1	1	1215.454218750	1215.467218750	1400.000	4000.000	1.0000
4	Waveform 1	1	1255.963843750	1255.986593750	1400.000	4000.000	1.0000
4	Spectrogram 1	1	1255.963843750	1255.986593750	1400.000	4000.000	1.0000
5	Waveform 1	1	1266.519843750	1266.532843750	1400.000	4000.000	1.0000
5	Spectrogram 1	1	1266.519843750	1266.532843750	1400.000	4000.000	1.0000
6	Waveform 1	1	1350.126093750	1350.135843750	1400.000	4000.000	1.0000
6	Spectrogram 1	1	1350.126093750	1350.135843750	1400.000	4000.000	1.0000
7	Waveform 1	1	1354.539593750	1354.555843750	1400.000	4000.000	1.0000
7	Spectrogram 1	1	1354.539593750	1354.555843750	1400.000	4000.000	1.0000
8	Waveform 1	1	1354.979968750	1354.991343750	1400.000	4000.000	1.0000
8	Spectrogram 1	1	1354.979968750	1354.991343750	1400.000	4000.000	1.0000
9	Waveform 1	1	1402.416968750	1402.444593750	1400.000	4000.000	0.8824
9	Spectrogram 1	1	1402.416968750	1402.444593750	1400.000	4000.000	0.8824
10	Waveform 1	1	1705.996218750	1706.004343750	1400.000	4000.000	1.0000
10	Spectrogram 1	1	1705.996218750	1706.004343750	1400.000	4000.000	1.0000
11	Waveform 1	1	1706.131093750	1706.144093750	1400.000	4000.000	1.0000
11	Spectrogram 1	1	1706.131093750	1706.144093750	1400.000	4000.000	1.0000
12	Waveform 1	1	1853.551093750	1853.560843750	1400.000	4000.000	1.0000
12	Spectrogram 1	1	1853.551093750	1853.560843750	1400.000	4000.000	1.0000
13	Waveform 1	1	1980.674843750	1980.686218750	1400.000	4000.000	1.0000
