Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Occupancy
1	Waveform 1	1	682.821468750	682.840968750	1400.000	4000.000	1.0000
1	Spectrogram 1	1	682.821468750	682.840968750	1400.000	4000.000	1.0000
2	Waveform 1	1	703.280218750	703.301343750	1400.000	4000.000	0.7692
2	Spectrogram 1	1	703.280218750	703.301343750	1400.000	4000.000	0.7692
3	Waveform 1	1	707.384968750	707.417468750	1400.000	4000.000	0.7500
3	Spectrogram 1	1	707.384968750	707.417468750	1400.000	4000.000	0.7500
4	Waveform 1	1	710.129593750	710.147468750	1400.000	4000.000	1.0000
4	Spectrogram 1	1	710.129593750	710.147468750	1400.000	4000.000	1.0000
5	Waveform 1	1	717.747593750	717.765468750	1400.000	4000.000	1.0000
5	Spectrogram 1	1	717.747593750	717.765468750	1400.000	4000.000	1.0000
6	Waveform 1	1	1049.031468750	1049.063968750	1400.000	4000.000	0.8000
6	Spectrogram 1	1	1049.031468750	1049.063968750	1400.000	4000.000	0.8000
7	Waveform 1	1	1066.778093750	1066.789468750	1400.000	4000.000	1.0000
7	Spectrogram 1	1	1066.778093750	1066.789468750	1400.000	4000.000	1.0000
8	Waveform 1	1	1112.230968750	1112.240718750	1400.000	4000.000	1.0000
8	Spectrogram 1	1	1112.230968750	1112.240718750	1400.000	4000.000	1.0000
9	Waveform 1	1	1112.286218750	1112.305718750	1400.000	4000.000	1.0000
9	Spectrogram 1	1	1112.286218750	1112.305718750	1400.000	4000.000	1.0000
10	Waveform 1	1	1134.233468750	1134.244843750	1400.000	4000.000	1.0000
10	Spectrogram 1	1	1134.233468750	1134.244843750	1400.000	4000.000	1.0000
11	Waveform 1	1	1295.090593750	1295.110093750	1400.000	4000.000	1.0000
11	Spectrogram 1	1	1295.090593750	1295.110093750	1400.000	4000.000	1.0000
12	Waveform 1	1	1298.594093750	1298.624968750	1400.000	4000.000	1.0000
12	Spectrogram 1	1	1298.594093750	1298.624968750	1400.000	4000.000	1.0000
13	Waveform 1	1	1310.571968750	1310.599593750	1400.000	4000.000	1.0000
13	Spectrogram 1	1	1310.571968750	1310.599593750	1400.000	4000.000	1.0000
14	Waveform 1	1	1314.218468750	1314.247718750	1400.000	4000.000	1.0000
14	Spectrogram 1	1	1314.218468750	1314.247718750	1400.000	4000.000	1.0000
15	Waveform 1	1	1350.507968750	1350.519343750	1400.000	4000.000	1.0000
15	Spectrogram 1	1	1350.507968750	1350.519343750	1400.000	4000.000	1.0000
16	Waveform 1	1	1421.457093750	1421.471718750	1400.000	4000.000	1.0000
16	Spectrogram 1	1	1421.457093750	1421.471718750	1400.000	4000.000	1.0000
17	Waveform 1	1	1497.224343750	1497.248718750	1400.000	4000.000	1.0000
17	Spectrogram 1	1	1497.224343750	1497.248718750	1400.000	4000.000	1.0000
18	Waveform 1	1	2512.410593750	2512.421968750	1400.000	4000.000	1.0000
18	Spectrogram 1	1	2512.410593750	2512.421968750	1400.000	4000.000	1.0000
19	Waveform 1	1	2609.579093750	2609.588843750	1400.000	4000.000	1.0000
19	Spectrogram 1	1	2609.579093750	2609.588843750	1400.000	4000.000	1.0000
20	Waveform 1	1	2698.838718750	2698.856593750	1400.000	4000.000	1.0000
20	Spectrogram 1	1	2698.838718750	2698.856593750	1400.000	4000.000	1.0000
21	Waveform 1	1	2823.932843750	2823.945843750	1400.000	4000.000	1.0000
21	Spectrogram 1	1	2823.932843750	2823.945843750	1400.000	4000.000	1.0000
22	Waveform 1	1	2876.249718750	2876.267593750	1400.000	4000.000	1.0000
22	Spectrogram 1	1	2876.249718750	2876.267593750	1400.000	4000.000	1.0000
23	Waveform 1	1	3194.887843750	3194.904093750	1400.000	4000.000	1.0000
23	Spectrogram 1	1	3194.887843750	3194.904093750	1400.000	4000.000	1.0000
24	Waveform 1	1	3322.414593750	3322.432468750	1400.000	4000.000	1.0000
24	Spectrogram 1	1	3322.414593750	3322.432468750	1400.000	4000.000	1.0000
25	Waveform 1	1	3477.920593750	3477.944968750	1400.000	4000.000	1.0000
25	Spectrogram 1	1	3477.920593750	3477.944968750	1400.000	4000.000	1.0000
26	Waveform 1	1	3478.923218750	3478.931343750	1400.000	4000.000	1.0000
26	Spectrogram 1	1	3478.923218750	3478.931343750	1400.000	4000.000	1.0000
27	Waveform 1	1	3481.279468750	3481.302218750	1400.000	4000.000	1.0000
27	Spectrogram 1	1	3481.279468750	3481.302218750	1400.000	4000.000	1.0000
28	Waveform 1	1	3484.716343750	3484.748843750	1400.000	4000.000	1.0000
28	Spectrogram 1	1	3484.716343750	3484.748843750	1400.000	4000.000	1.0000
29	Waveform 1	1	3485.819718750	3485.832718750	1400.000	4000.000	1.0000
29	Spectrogram 1	1	3485.819718750	3485.832718750	1400.000	4000.000	1.0000
30	Waveform 1	1	3487.792468750	3487.815218750	1400.000	4000.000	1.0000
30	Spectrogram 1	1	3487.792468750	3487.815218750	1400.000	4000.000	1.0000
31	Waveform 1	1	3492.699968750	3492.721093750	1400.000	4000.000	1.0000
31	Spectrogram 1	1	3492.699968750	3492.721093750	1400.000	4000.000	1.0000
32	Waveform 1	1	3496.130343750	3496.148218750	1400.000	4000.000	1.0000
32	Spectrogram 1	1	3496.130343750	3496.148218750	1400.000	4000.000	1.0000
33	Waveform 1	1	3498.705968750	3498.733593750	1400.000	4000.000	1.0000
33	Spectrogram 1	1	3498.705968750	3498.733593750	1400.000	4000.000	1.0000
34	Waveform 1	1	3502.917968750	3502.945593750	1400.000	4000.000	1.0000
34	Spectrogram 1	1	3502.917968750	3502.945593750	1400.000	4000.000	1.0000
35	Waveform 1	1	3506.359718750	3506.385718750	1400.000	4000.000	1.0000
35	Spectrogram 1	1	3506.359718750	3506.385718750	1400.000	4000.000	1.0000
36	Waveform 1	1	3507.370468750	3507.378593750	1400.000	4000.000	1.0000
36	Spectrogram 1	1	3507.370468750	3507.378593750	1400.000	4000.000	1.0000
37	Waveform 1	1	3509.362718750	3509.387093750	1400.000	4000.000	1.0000
37	Spectrogram 1	1	3509.362718750	3509.387093750	1400.000	4000.000	1.0000
38	Waveform 1	1	3512.828843750	3512.858093750	1400.000	4000.000	1.0000
38	Spectrogram 1	1	3512.828843750	3512.858093750	1400.000	4000.000	1.0000
39	Waveform 1	1	3513.836343750	3513.852593750	1400.000	4000.000	1.0000
39	Spectrogram 1	1	3513.836343750	3513.852593750	1400.000	4000.000	1.0000
40	Waveform 1	1	3648.140968750	3648.155593750	1400.000	4000.000	1.0000
40	Spectrogram 1	1	3648.140968750	3648.155593750	1400.000	4000.000	1.0000
41	Waveform 1	1	3648.340843750	3648.358718750	1400.000	4000.000	1.0000
41	Spectrogram 1	1	3648.340843750	3648.358718750	1400.000	4000.000	1.0000
42	Waveform 1	1	3653.089093750	3653.106968750	1400.000	4000.000	1.0000
42	Spectrogram 1	1	3653.089093750	3653.106968750	1400.000	4000.000	1.0000
43	Waveform 1	1	3655.854843750	3655.864593750	1400.000	4000.000	1.0000
43	Spectrogram 1	1	3655.854843750	3655.864593750	1400.000	4000.000	1.0000
44	Waveform 1	1	3656.899718750	3656.915968750	1400.000	4000.000	1.0000
44	Spectrogram 1	1	3656.899718750	3656.915968750	1400.000	4000.000	1.0000
45	Waveform 1	1	3662.115968750	3662.125718750	1400.000	4000.000	1.0000
45	Spectrogram 1	1	3662.115968750	3662.125718750	1400.000	4000.000	1.0000
46	Waveform 1	1	3665.495968750	3665.507343750	1400.000	4000.000	1.0000
46	Spectrogram 1	1	3665.495968750	3665.507343750	1400.000	4000.000	1.0000
47	Waveform 1	1	3667.621468750	3667.629593750	1400.000	4000.000	1.0000
47	Spectrogram 1	1	3667.621468750	3667.629593750	1400.000	4000.000	1.0000
48	Waveform 1	1	3698.288468750	3698.296593750	1400.000	4000.000	1.0000
48	Spectrogram 1	1	3698.288468750	3698.296593750	1400.000	4000.000	1.0000
49	Waveform 1	1	3756.474843750	3756.495968750	1400.000	4000.000	1.0000
49	Spectrogram 1	1	3756.474843750	3756.495968750	1400.000	4000.000	1.0000
50	Waveform 1	1	3887.349093750	3887.358843750	1400.000	4000.000	1.0000
50	Spectrogram 1	1	3887.349093750	3887.358843750	1400.000	4000.000	1.0000
51	Waveform 1	1	4000.660343750	4000.684718750	1400.000	4000.000	1.0000
51	Spectrogram 1	1	4000.660343750	4000.684718750	1400.000	4000.000	1.0000
52	Waveform 1	1	4089.950843750	4089.978468750	1400.000	4000.000	1.0000
52	Spectrogram 1	1	4089.950843750	4089.978468750	1400.000	4000.000	1.0000
53	Waveform 1	1	4103.337593750	4103.353843750	1400.000	4000.000	1.0000
53	Spectrogram 1	1	4103.337593750	4103.353843750	1400.000	4000.000	1.0000
54	Waveform 1	1	4210.389343750	4210.403968750	1400.000	4000.000	1.0000
54	Spectrogram 1	1	4210.389343750	4210.403968750	1400.000	4000.000	1.0000
55	Waveform 1	1	4230.503593750	4230.518218750	1400.000	4000.000	1.0000
55	Spectrogram 1	1	4230.503593750	4230.518218750	1400.000	4000.000	1.0000
56	Waveform 1	1	4244.371343750	4244.394093750	1400.000	4000.000	1.0000
56	Spectrogram 1	1	4244.371343750	4244.394093750	1400.000	4000.000	1.0000
57	Waveform 1	1	4245.156218750	4245.178968750	1400.000	4000.000	1.0000
57	Spectrogram 1	1	4245.156218750	4245.178968750	1400.000	4000.000	1.0000
58	Waveform 1	1	4245.477968750	4245.499093750	1400.000	4000.000	1.0000
58	Spectrogram 1	1	4245.477968750	4245.499093750	1400.000	4000.000	1.0000
59	Waveform 1	1	4249.130968750	4249.142343750	1400.000	4000.000	1.0000
59	Spectrogram 1	1	4249.130968750	4249.142343750	1400.000	4000.000	1.0000
60	Waveform 1	1	4249.176468750	4249.205718750	1400.000	4000.000	1.0000
60	Spectrogram 1	1	4249.176468750	4249.205718750	1400.000	4000.000	1.0000
61	Waveform 1	1	4252.436218750	4252.447593750	1400.000	4000.000	1.0000
61	Spectrogram 1	1	4252.436218750	4252.447593750	1400.000	4000.000	1.0000
62	Waveform 1	1	4252.743343750	4252.775843750	1400.000	4000.000	1.0000
62	Spectrogram 1	1	4252.743343750	4252.775843750	1400.000	4000.000	1.0000
63	Waveform 1	1	4259.829968750	4259.841343750	1400.000	4000.000	1.0000
63	Spectrogram 1	1	4259.829968750	4259.841343750	1400.000	4000.000	1.0000
64	Waveform 1	1	4266.531468750	4266.541218750	1400.000	4000.000	1.0000
64	Spectrogram 1	1	4266.531468750	4266.541218750	1400.000	4000.000	1.0000
65	Waveform 1	1	4270.236468750	4270.246218750	1400.000	4000.000	1.0000
65	Spectrogram 1	1	4270.236468750	4270.246218750	1400.000	4000.000	1.0000
66	Waveform 1	1	4271.720093750	4271.734718750	1400.000	4000.000	1.0000
66	Spectrogram 1	1	4271.720093750	4271.734718750	1400.000	4000.000	1.0000
67	Waveform 1	1	4271.895593750	4271.921593750	1400.000	4000.000	1.0000
67	Spectrogram 1	1	4271.895593750	4271.921593750	1400.000	4000.000	1.0000
68	Waveform 1	1	4277.912968750	4277.921093750	1400.000	4000.000	1.0000
68	Spectrogram 1	1	4277.912968750	4277.921093750	1400.000	4000.000	1.0000
69	Waveform 1	1	4278.057593750	4278.090093750	1400.000	4000.000	1.0000
69	Spectrogram 1	1	4278.057593750	4278.090093750	1400.000	4000.000	1.0000
70	Waveform 1	1	4285.171843750	4285.199468750	1400.000	4000.000	1.0000
70	Spectrogram 1	1	4285.171843750	4285.199468750	1400.000	4000.000	1.0000
71	Waveform 1	1	4366.634718750	4366.663968750	1400.000	4000.000	1.0000
71	Spectrogram 1	1	4366.634718750	4366.663968750	1400.000	4000.000	1.0000
72	Waveform 1	1	4368.007843750	4368.037093750	1400.000	4000.000	1.0000
72	Spectrogram 1	1	4368.007843750	4368.037093750	1400.000	4000.000	1.0000
73	Waveform 1	1	4393.703968750	4393.713718750	1400.000	4000.000	1.0000
73	Spectrogram 1	1	4393.703968750	4393.713718750	1400.000	4000.000	1.0000
74	Waveform 1	1	4457.649343750	4457.659093750	1400.000	4000.000	1.0000
74	Spectrogram 1	1	4457.649343750	4457.659093750	1400.000	4000.000	1.0000
75	Waveform 1	1	4460.590593750	4460.598718750	1400.000	4000.000	1.0000
75	Spectrogram 1	1	4460.590593750	4460.598718750	1400.000	4000.000	1.0000
76	Waveform 1	1	4463.754468750	4463.765843750	1400.000	4000.000	1.0000
76	Spectrogram 1	1	4463.754468750	4463.765843750	1400.000	4000.000	1.0000
77	Waveform 1	1	4467.540718750	4467.565093750	1400.000	4000.000	1.0000
77	Spectrogram 1	1	4467.540718750	4467.565093750	1400.000	4000.000	1.0000
78	Waveform 1	1	4482.615843750	4482.638593750	1400.000	4000.000	1.0000
78	Spectrogram 1	1	4482.615843750	4482.638593750	1400.000	4000.000	1.0000
79	Waveform 1	1	4488.335843750	4488.363468750	1400.000	4000.000	1.0000
79	Spectrogram 1	1	4488.335843750	4488.363468750	1400.000	4000.000	1.0000
80	Waveform 1	1	4495.105593750	4495.120218750	1400.000	4000.000	1.0000
80	Spectrogram 1	1	4495.105593750	4495.120218750	1400.000	4000.000	1.0000
81	Waveform 1	1	4502.539968750	4502.548093750	1400.000	4000.000	1.0000
81	Spectrogram 1	1	4502.539968750	4502.548093750	1400.000	4000.000	1.0000
82	Waveform 1	1	4502.585468750	4502.598468750	1400.000	4000.000	1.0000
82	Spectrogram 1	1	4502.585468750	4502.598468750	1400.000	4000.000	1.0000
83	Waveform 1	1	4510.175843750	4510.183968750	1400.000	4000.000	1.0000
83	Spectrogram 1	1	4510.175843750	4510.183968750	1400.000	4000.000	1.0000
84	Waveform 1	1	4511.958468750	4511.968218750	1400.000	4000.000	1.0000
84	Spectrogram 1	1	4511.958468750	4511.968218750	1400.000	4000.000	1.0000
85	Waveform 1	1	4512.060843750	4512.078718750	1400.000	4000.000	1.0000
85	Spectrogram 1	1	4512.060843750	4512.078718750	1400.000	4000.000	1.0000
86	Waveform 1	1	4518.074968750	4518.099343750	1400.000	4000.000	1.0000
86	Spectrogram 1	1	4518.074968750	4518.099343750	1400.000	4000.000	1.0000
87	Waveform 1	1	4518.149718750	4518.170843750	1400.000	4000.000	1.0000
87	Spectrogram 1	1	4518.149718750	4518.170843750	1400.000	4000.000	1.0000
88	Waveform 1	1	4524.856093750	4524.865843750	1400.000	4000.000	1.0000
88	Spectrogram 1	1	4524.856093750	4524.865843750	1400.000	4000.000	1.0000
89	Waveform 1	1	4524.898343750	4524.929218750	1400.000	4000.000	1.0000
89	Spectrogram 1	1	4524.898343750	4524.929218750	1400.000	4000.000	1.0000
90	Waveform 1	1	4532.370093750	4532.386343750	1400.000	4000.000	1.0000
90	Spectrogram 1	1	4532.370093750	4532.386343750	1400.000	4000.000	1.0000
91	Waveform 1	1	4532.519593750	4532.540718750	1400.000	4000.000	0.8462
91	Spectrogram 1	1	4532.519593750	4532.540718750	1400.000	4000.000	0.8462
92	Waveform 1	1	4539.963718750	4539.973468750	1400.000	4000.000	1.0000
92	Spectrogram 1	1	4539.963718750	4539.973468750	1400.000	4000.000	1.0000
93	Waveform 1	1	4540.103468750	4540.129468750	1400.000	4000.000	1.0000
93	Spectrogram 1	1	4540.103468750	4540.129468750	1400.000	4000.000	1.0000
94	Waveform 1	1	4548.038343750	4548.046468750	1400.000	4000.000	1.0000
94	Spectrogram 1	1	4548.038343750	4548.046468750	1400.000	4000.000	1.0000
95	Waveform 1	1	4557.040843750	4557.053843750	1400.000	4000.000	1.0000
95	Spectrogram 1	1	4557.040843750	4557.053843750	1400.000	4000.000	1.0000
96	Waveform 1	1	4619.487968750	4619.520468750	1400.000	4000.000	1.0000
96	Spectrogram 1	1	4619.487968750	4619.520468750	1400.000	4000.000	1.0000
97	Waveform 1	1	4625.893718750	4625.924593750	1400.000	4000.000	0.7895
97	Spectrogram 1	1	4625.893718750	4625.924593750	1400.000	4000.000	0.7895
98	Waveform 1	1	4633.134718750	4633.142843750	1400.000	4000.000	1.0000
98	Spectrogram 1	1	4633.134718750	4633.142843750	1400.000	4000.000	1.0000
99	Waveform 1	1	4633.911468750	4633.924468750	1400.000	4000.000	1.0000
99	Spectrogram 1	1	4633.911468750	4633.924468750	1400.000	4000.000	1.0000
100	Waveform 1	1	4639.210593750	4639.218718750	1400.000	4000.000	1.0000
100	Spectrogram 1	1	4639.210593750	4639.218718750	1400.000	4000.000	1.0000
101	Waveform 1	1	4641.214218750	4641.236968750	1400.000	4000.000	1.0000
101	Spectrogram 1	1	4641.214218750	4641.236968750	1400.000	4000.000	1.0000
102	Waveform 1	1	4643.011468750	4643.037468750	1400.000	4000.000	1.0000
102	Spectrogram 1	1	4643.011468750	4643.037468750	1400.000	4000.000	1.0000
103	Waveform 1	1	4643.183718750	4643.193468750	1400.000	4000.000	1.0000
103	Spectrogram 1	1	4643.183718750	4643.193468750	1400.000	4000.000	1.0000
104	Waveform 1	1	4646.090843750	4646.105468750	1400.000	4000.000	1.0000
104	Spectrogram 1	1	4646.090843750	4646.105468750	1400.000	4000.000	1.0000
105	Waveform 1	1	4648.364218750	4648.372343750	1400.000	4000.000	1.0000
105	Spectrogram 1	1	4648.364218750	4648.372343750	1400.000	4000.000	1.0000
106	Waveform 1	1	4654.849593750	4654.869093750	1400.000	4000.000	1.0000
106	Spectrogram 1	1	4654.849593750	4654.869093750	1400.000	4000.000	1.0000
107	Waveform 1	1	4657.735593750	4657.758343750	1400.000	4000.000	1.0000
107	Spectrogram 1	1	4657.735593750	4657.758343750	1400.000	4000.000	1.0000
108	Waveform 1	1	4659.264718750	4659.287468750	1400.000	4000.000	1.0000
108	Spectrogram 1	1	4659.264718750	4659.287468750	1400.000	4000.000	1.0000
109	Waveform 1	1	4663.770843750	4663.782218750	1400.000	4000.000	1.0000
109	Spectrogram 1	1	4663.770843750	4663.782218750	1400.000	4000.000	1.0000
110	Waveform 1	1	4668.189218750	4668.198968750	1400.000	4000.000	1.0000
110	Spectrogram 1	1	4668.189218750	4668.198968750	1400.000	4000.000	1.0000
111	Waveform 1	1	4672.995968750	4673.013843750	1400.000	4000.000	1.0000
111	Spectrogram 1	1	4672.995968750	4673.013843750	1400.000	4000.000	1.0000
