Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Occupancy
1	Waveform 1	1	5.334593750	5.344343750	1400.000	4000.000	1.0000
1	Spectrogram 1	1	5.334593750	5.344343750	1400.000	4000.000	1.0000
2	Waveform 1	1	7.035968750	7.047343750	1400.000	4000.000	1.0000
2	Spectrogram 1	1	7.035968750	7.047343750	1400.000	4000.000	1.0000
3	Waveform 1	1	9.505968750	9.515718750	1400.000	4000.000	1.0000
3	Spectrogram 1	1	9.505968750	9.515718750	1400.000	4000.000	1.0000
4	Waveform 1	1	16.228593750	16.238343750	1400.000	4000.000	1.0000
4	Spectrogram 1	1	16.228593750	16.238343750	1400.000	4000.000	1.0000
5	Waveform 1	1	19.892968750	19.904343750	1400.000	4000.000	1.0000
5	Spectrogram 1	1	19.892968750	19.904343750	1400.000	4000.000	1.0000
6	Waveform 1	1	73.922593750	73.930718750	1400.000	4000.000	1.0000
6	Spectrogram 1	1	73.922593750	73.930718750	1400.000	4000.000	1.0000
7	Waveform 1	1	120.256218750	120.265968750	1400.000	4000.000	1.0000
7	Spectrogram 1	1	120.256218750	120.265968750	1400.000	4000.000	1.0000
8	Waveform 1	1	135.805843750	135.817218750	1400.000	4000.000	1.0000
8	Spectrogram 1	1	135.805843750	135.817218750	1400.000	4000.000	1.0000
9	Waveform 1	1	180.985718750	180.993843750	1400.000	4000.000	1.0000
9	Spectrogram 1	1	180.985718750	180.993843750	1400.000	4000.000	1.0000
10	Waveform 1	1	313.176218750	313.184343750	1400.000	4000.000	1.0000
10	Spectrogram 1	1	313.176218750	313.184343750	1400.000	4000.000	1.0000
11	Waveform 1	1	322.246968750	322.255093750	1400.000	4000.000	1.0000
11	Spectrogram 1	1	322.246968750	322.255093750	1400.000	4000.000	1.0000
12	Waveform 1	1	369.053468750	369.063218750	1400.000	4000.000	1.0000
12	Spectrogram 1	1	369.053468750	369.063218750	1400.000	4000.000	1.0000
13	Waveform 1	1	454.378968750	454.391968750	1400.000	4000.000	1.0000
13	Spectrogram 1	1	454.378968750	454.391968750	1400.000	4000.000	1.0000
14	Waveform 1	1	457.706968750	457.719968750	1400.000	4000.000	1.0000
14	Spectrogram 1	1	457.706968750	457.719968750	1400.000	4000.000	1.0000
15	Waveform 1	1	461.028468750	461.046343750	1400.000	4000.000	1.0000
15	Spectrogram 1	1	461.028468750	461.046343750	1400.000	4000.000	1.0000
16	Waveform 1	1	667.650468750	667.658593750	1400.000	4000.000	1.0000
16	Spectrogram 1	1	667.650468750	667.658593750	1400.000	4000.000	1.0000
17	Waveform 1	1	671.693468750	671.701593750	1400.000	4000.000	1.0000
17	Spectrogram 1	1	671.693468750	671.701593750	1400.000	4000.000	1.0000
18	Waveform 1	1	674.542093750	674.551843750	1400.000	4000.000	1.0000
18	Spectrogram 1	1	674.542093750	674.551843750	1400.000	4000.000	1.0000
19	Waveform 1	1	1005.881218750	1005.895843750	1400.000	4000.000	1.0000
19	Spectrogram 1	1	1005.881218750	1005.895843750	1400.000	4000.000	1.0000
20	Waveform 1	1	1010.325593750	1010.333718750	1400.000	4000.000	1.0000
20	Spectrogram 1	1	1010.325593750	1010.333718750	1400.000	4000.000	1.0000
21	Waveform 1	1	1012.384468750	1012.397468750	1400.000	4000.000	1.0000
21	Spectrogram 1	1	1012.384468750	1012.397468750	1400.000	4000.000	1.0000
22	Waveform 1	1	1016.198343750	1016.229218750	1400.000	4000.000	1.0000
22	Spectrogram 1	1	1016.198343750	1016.229218750	1400.000	4000.000	1.0000
23	Waveform 1	1	1016.677718750	1016.687468750	1400.000	4000.000	1.0000
23	Spectrogram 1	1	1016.677718750	1016.687468750	1400.000	4000.000	1.0000
24	Waveform 1	1	1018.174343750	1018.195468750	1400.000	4000.000	1.0000
24	Spectrogram 1	1	1018.174343750	1018.195468750	1400.000	4000.000	1.0000
25	Waveform 1	1	1021.910218750	1021.931343750	1400.000	4000.000	1.0000
25	Spectrogram 1	1	1021.910218750	1021.931343750	1400.000	4000.000	1.0000
26	Waveform 1	1	1091.071843750	1091.099468750	1400.000	4000.000	1.0000
26	Spectrogram 1	1	1091.071843750	1091.099468750	1400.000	4000.000	1.0000
27	Waveform 1	1	1202.260843750	1202.275468750	1400.000	4000.000	1.0000
27	Spectrogram 1	1	1202.260843750	1202.275468750	1400.000	4000.000	1.0000
28	Waveform 1	1	1216.442218750	1216.463343750	1400.000	4000.000	1.0000
28	Spectrogram 1	1	1216.442218750	1216.463343750	1400.000	4000.000	1.0000
29	Waveform 1	1	1216.941093750	1216.949218750	1400.000	4000.000	1.0000
29	Spectrogram 1	1	1216.941093750	1216.949218750	1400.000	4000.000	1.0000
30	Waveform 1	1	1217.669093750	1217.691843750	1400.000	4000.000	1.0000
30	Spectrogram 1	1	1217.669093750	1217.691843750	1400.000	4000.000	1.0000
31	Waveform 1	1	1217.865718750	1217.883593750	1400.000	4000.000	1.0000
31	Spectrogram 1	1	1217.865718750	1217.883593750	1400.000	4000.000	1.0000
32	Waveform 1	1	1218.382468750	1218.395468750	1400.000	4000.000	1.0000
32	Spectrogram 1	1	1218.382468750	1218.395468750	1400.000	4000.000	1.0000
33	Waveform 1	1	1219.419218750	1219.433843750	1400.000	4000.000	1.0000
33	Spectrogram 1	1	1219.419218750	1219.433843750	1400.000	4000.000	1.0000
34	Waveform 1	1	1220.260968750	1220.277218750	1400.000	4000.000	1.0000
34	Spectrogram 1	1	1220.260968750	1220.277218750	1400.000	4000.000	1.0000
